CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welke van deze is geen gewervelde?,Mens,Bij,Slang,Kat,(NULL),B,,,,0,80217,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welk proces ondergaan planten om zonlicht om te zetten in energie?,Oxidatie,Uitscheiding,Transpiratie,Fotosynthese,(NULL),D,,,,0,80218,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welk proces ondergaan planten om zonlicht om te zetten in energie?,Oxidatie,Uitscheiding,Transpiratie,Fotosynthese,(NULL),D,,,,0,80219,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welke van deze combinaties is niet correct bij het meten van de afstand tot de zon?,"Jupiter, Saturn, Uranus","Venus, Aarde, Mars","Mars, Venus, Aarde","Mars, Jupiter, Saturn",(NULL),C,,,,0,80220,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke van deze combinaties is niet correct bij het meten van de afstand tot de zon?,"Jupiter, Saturn, Uranus","Venus, Aarde, Mars","Mars, Venus, Aarde","Mars, Jupiter, Saturn",(NULL),C,,,,0,80221,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke van deze combinaties is niet correct bij het meten van de afstand tot de zon?,"Jupiter, Saturn, Uranus","Venus, Aarde, Mars","Mars, Venus, Aarde","Mars, Jupiter, Saturn",(NULL),C,,,,0,80222,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,"De drie aggregatietoestanden van materie zijn vaste stof, gas en wat?",Water,Vuur,IJs,Vloeistof,(NULL),D,,,,0,80223,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke van deze is een primair consumentenproduct?,Gras,Schaap,Uil,Mens,(NULL),B,,,,0,80224,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke van deze is een primair consumentenproduct?,Gras,Schaap,Uil,Mens,(NULL),B,,,,0,80225,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Wie was de eerste president van de Verenigde Staten van Amerika?,George Washington,Alexander Hamilton,Thomas Jefferson,Abraham Lincoln,(NULL),A,,,,0,80226,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Wie was de eerste president van de Verenigde Staten van Amerika?,George Washington,Alexander Hamilton,Thomas Jefferson,Abraham Lincoln,(NULL),A,,,,0,80227,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Wat zeggen we dat een object is als het geen licht doorlaat?,Transparant,Doorzichtig,Solide,Ondoorzichtig,(NULL),D,,,,0,80228,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Wat zeggen we dat een object is als het geen licht doorlaat?,Transparant,Doorzichtig,Solide,Ondoorzichtig,(NULL),D,,,,0,80229,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,In welk jaar is de Titanic gezonken?,1918,1912,1914,1910,(NULL),B,,,,0,80230,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welk type tand wordt gebruikt om voedsel te vermalen?,Snijtanden,Hoektanden,Kiezen,Allemaal,(NULL),C,,,,0,80231,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,In welk jaar eindigde de Tweede Wereldoorlog?,1945,1944,1950,1939,(NULL),A,,,,0,80232,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,In welk jaar eindigde de Tweede Wereldoorlog?,1945,1944,1950,1939,(NULL),A,,,,0,80233,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Wat is het grootste zoogdier ter wereld?,Witte haai,Giraffe,Blauwe vinvis,Olifant,(NULL),C,,,,0,80234,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Wat is het grootste zoogdier ter wereld?,Witte haai,Giraffe,Blauwe vinvis,Olifant,(NULL),C,,,,0,80235,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,"Neil Armstrong was de eerste man op de maan, maar wie was de tweede?",Charles Conrad,Buzz Aldrin,Buzz Lightyear,Tim Peake,(NULL),B,,,,0,80236,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,"Neil Armstrong was de eerste man op de maan, maar wie was de tweede?",Charles Conrad,Buzz Aldrin,Buzz Lightyear,Tim Peake,(NULL),B,,,,0,80237,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Wat is de naam van een babykangoeroe?,Kanga,Joey,Benny,Roo,(NULL),B,,,,0,80238,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Waar kan je de Marianentrog vinden?,De Atlantische oceaan,De slagvelden van WO1,De Stille Oceaan,In het menselijk lichaam,(NULL),C,,,,0,80239,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Waar kan je de Marianentrog vinden?,De Atlantische oceaan,De slagvelden van WO1,De Stille Oceaan,In het menselijk lichaam,(NULL),C,,,,0,80240,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,De aarde bevindt zich in welk sterrenstelsel?,Andromedanevel,Draaikolkstelsel,Driehoeknevel,Melkwegstelsel,(NULL),D,,,,0,80241,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,De aarde bevindt zich in welk sterrenstelsel?,Andromedanevel,Draaikolkstelsel,Driehoeknevel,Melkwegstelsel,(NULL),D,,,,0,80242,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welke past niet in het rijtje?,Moesson,Orkaan,Cycloon,Tyfoon,(NULL),A,,,,0,80243,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke past niet in het rijtje?,Moesson,Orkaan,Cycloon,Tyfoon,(NULL),A,,,,0,80244,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welk van deze steden heeft de verste afstand tussen hen?,"London, UK - New York, USA","London, UK - Cape Town, ZA","London, UK - Los Angeles, USA","Cape Town, ZA - Los Angeles, USA",(NULL),D,,,,0,80245,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welk van deze steden heeft de verste afstand tussen hen?,"London, UK - New York, USA","London, UK - Cape Town, ZA","London, UK - Los Angeles, USA","Cape Town, ZA - Los Angeles, USA",(NULL),D,,,,0,80246,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welk van deze steden heeft de verste afstand tussen hen?,"London, UK - New York, USA","London, UK - Cape Town, ZA","London, UK - Los Angeles, USA","Cape Town, ZA - Los Angeles, USA",(NULL),D,,,,0,80247,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welk van deze steden heeft de verste afstand tussen hen?,Amsterdam - Enschede,Rotterdam - Assen,Middelburg - Den Helder,Groningen - Maastricht,(NULL),D,,,,0,80248,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welk van deze steden heeft de verste afstand tussen hen?,Amsterdam - Enschede,Rotterdam - Assen,Middelburg - Den Helder,Groningen - Maastricht,(NULL),D,,,,0,80249,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Welk van deze steden heeft de verste afstand tussen hen?,Amsterdam - Enschede,Rotterdam - Assen,Middelburg - Den Helder,Groningen - Maastricht,(NULL),D,,,,0,80250,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,"Waar kan je zowel de hamer, het aambeeld en de stijgbeugel vinden?",In een gereedschapskist,In een paardenstal,In het oor,Bij de smid,(NULL),C,,,,0,80251,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,"Waar kan je zowel de hamer, het aambeeld en de stijgbeugel vinden?",In een gereedschapskist,In een paardenstal,In het oor,Bij de smid,(NULL),C,,,,0,80252,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,"Waar kan je zowel de hamer, het aambeeld en de stijgbeugel vinden?",In een gereedschapskist,In een paardenstal,In het oor,Bij de smid,(NULL),C,,,,0,80253,0,,0,1
BACK TO SCHOOL,NONE,JUNIOR,30,Nederland,Wanneer eindigde de laatste ijstijd ongeveer?,5000 voor Christus,200 na Christus,"50,000 voor Christus","10,000 voor Christus",(NULL),D,,,,0,80254,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Wanneer eindigde de laatste ijstijd ongeveer?,5000 voor Christus,200 na Christus,"50,000 voor Christus","10,000 voor Christus",(NULL),D,,,,0,80255,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wanneer eindigde de laatste ijstijd ongeveer?,5000 voor Christus,200 na Christus,"50,000 voor Christus","10,000 voor Christus",(NULL),D,,,,0,80256,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke van deze is GEEN hoofdstad?,Riga,Zagreb,Istanbul,Ankara,(NULL),C,,,,0,80257,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke van deze is GEEN hoofdstad?,Riga,Zagreb,Istanbul,Ankara,(NULL),C,,,,0,80258,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke van deze woestijnen komt niet voor in Afrika?,Namib,Kalahari,Sahara,Gobi,(NULL),D,,,,0,80259,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke van deze woestijnen komt niet voor in Afrika?,Namib,Kalahari,Sahara,Gobi,(NULL),D,,,,0,80260,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke planeet heeft het langste 'jaar'?,Neptunus,Jupiter,Aarde,Mercurius,(NULL),A,,,,0,80261,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke planeet heeft het langste 'jaar'?,Neptunus,Jupiter,Aarde,Mercurius,(NULL),A,,,,0,80262,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke planeet heeft een jaar dat overeenkomt met ongeveer 30 aardse jaren?,Saturnus,Venus,Neptunus,Mercurius,(NULL),A,,,,0,80263,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke planeet heeft een jaar dat overeenkomt met ongeveer 30 aardse jaren?,Saturnus,Venus,Neptunus,Mercurius,(NULL),A,,,,0,80264,0,,0,1
BACK TO SCHOOL,NONE,TEEN,30,Nederland,Welke van deze is geen bot in het menselijk lichaam?,opperarmbeen,Dijbeen,knieschijf,Tiberius,(NULL),D,,,,0,80265,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke van deze is geen bot in het menselijk lichaam?,opperarmbeen,Dijbeen,knieschijf,Tiberius,(NULL),D,,,,0,80266,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,"Wat was de bijnaam van Khosrow I, keizer van de Sassaniden?",The Immortal Soul,The Hammer of Armenia,De Zonnekoning,The Sailor King,(NULL),A,,,,0,80267,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,In welk jaar werd de USSR opgericht?,1922,1919,1920,1917,(NULL),A,,,,0,80268,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,"Hoe stierf Umberto I, koning van Itali??",Oude leeftijd,Een jachtongeval,Moord,Een infectie,(NULL),C,,,,0,80269,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wat was de hoofdstad van het Byzantijnse rijk?,Ravenna,Constantinopel,Rome,Adrianopel,(NULL),B,,,,0,80270,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie was de enige persoon in de Amerikaanse geschiedenis die vice-president en president was zonder in een van beide functies te zijn gekozen?,Gerald Ford,George W. Bush,Jimmy Carter,John Fitzgerald Kennedy,(NULL),A,,,,0,80271,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoeveel Britse vorsten heten William?,4,5,3,1,(NULL),A,,,,0,80272,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wanneer was de Cubaanse communistische revolutie?,1969,1940,1970,1959,(NULL),D,,,,0,80273,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoeveel Britse premiers zijn er vermoord?,5,3,12,1,(NULL),D,,,,0,80274,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welk van deze landen maakte geen deel uit van het Romeinse Rijk?,Tsjechi?,Palestina,Egypte,Kroati?,(NULL),A,,,,0,80275,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie van hen was geen communistische dictator?,Ho Chi Minh,Ante Pavelic,Enver Hoxha,Mao Tse Tung,(NULL),B,,,,0,80276,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie was de laatste keizer van het West-Romeinse rijk?,Valentinianus III,Zeno,Justinianus I,Romulus Augustus,(NULL),D,,,,0,80277,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wat is de hoofdstad van Libi??,Alexandri?,Tunis,Tripoli,Tyrus,(NULL),C,,,,0,80278,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welk van deze was geen communistisch land?,Vietnam,Angola,Burkina Faso,Chili,(NULL),D,,,,0,80279,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoeveel jaar heeft de prominente nazi Albert Speer in de gevangenis gezeten?,20 jaar,10 jaar,5 jaar,15 jaar,(NULL),A,,,,0,80280,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoe vaak werd Julius Caesar neergestoken toen hij werd vermoord in 44 voor Christus?,3,29,1,23,(NULL),D,,,,0,80281,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,In welk jaar werd Jezus gekruisigd?,30 n.Chr.,1 na Chr.,20 na Chr.,33 na Chr.,(NULL),D,,,,0,80282,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoe lang duurde WO2?,2 jaar,8 jaar,6 jaar,4 jaar,(NULL),C,,,,0,80283,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoeveel presidenten had de Weimarrepubliek tussen 1919 en 1933?,6,5,3,2,(NULL),D,,,,0,80284,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Naar welk Italiaans eiland was Napoleon oorspronkelijk verbannen in 1814?,Elba,Sint-Helena,Corsica,Sardini?,(NULL),A,,,,0,80285,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke van deze hooggeplaatste nazi's kreeg de doodstraf tijdens de processen in Neurenberg in 1946?,Martin Bormann,Albert Speer,Hermann Goring,Rudolf Hess,(NULL),C,,,,0,80287,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie volgde Hitler in april 1945 kort op als F?hrer?,Hermann Goring,Reinhard Heydrich,Karl Donitz,Albert Speer,(NULL),C,,,,0,80288,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wat was de hoofdstad van het Russische rijk van 1703-1918?,Rostov,St. Petersburg,Moskou,Smolensk,(NULL),B,,,,0,80289,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wanneer werd Napoleon Bonaparte geboren?,1769,1790,1789,1800,(NULL),A,,,,0,80290,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Hoe oud was Nero toen hij keizer van Rome werd?,25,5,16,10,(NULL),C,,,,0,80291,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke Britse vorst zat de Amerikaanse revolutie voor in 1796?,George III,George I,William IV,Henry VIII,(NULL),A,,,,0,80292,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie was de eerste kanselier van het Duitse rijk?,Karl Marx,Otto Von Bismarck,Friedrich Ebert,Adolf Hitler,(NULL),B,,,,0,80293,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wanneer verenigde Itali? zich?,1856,1861,1899,1834,(NULL),A,,,,0,80294,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welke politieke ideologie volgde Nestor Makhno?,Communisme,Kapitalisme,Libertarisme,Anarchisme,(NULL),D,,,,0,80295,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie van deze was in de Bijbel geen zoon van Noach?,Shem,Japeth,Abraham,Ham,(NULL),C,,,,0,80296,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wanneer stierf Joseph Stalin?,1991,1953,1949,1945,(NULL),B,,,,0,80297,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wanneer stierf Fidel Castro?,1999,2016,2019,2010,(NULL),B,,,,0,80298,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Waar stierf Sigmund Freud in 1939?,Duitsland,Engeland,Frankrijk,Itali?,(NULL),B,,,,0,80299,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Wie was de eerste keizer van Rome?,Augustus,Nero,Julius Caesar,Tiberius,(NULL),A,,,,0,80300,0,,0,1
BACK TO SCHOOL,NONE,ADULT,30,Nederland,Welk gif gebruikte Socrates om zelfmoord te plegen?,Dodelijke nachtschade,Arsenicum,Cyanide,Hemlock,(NULL),D,,,,0,80301,0,,0,1
