CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Waar woont Kotmadam Jeanne samen met haar man Jef in de gelijknamige tv-serie ?,Gent,Brussel,Antwerpen,Leuven,(NULL),D,,,,0,122124,0,,0,1
BREAKING NEWS,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welk Amerikaans bedrijf met vestiging in Zwijndrecht kwam in 2021 in opspraak in het PFOS-schandaal ?,Pfizer,3M,Coca-Cola,Nike,(NULL),B,,,,0,122134,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Wat is de voornaam van de oudste dochter van koning Filip en koningin Mathilde ?,Elisabeth,Eleonore,Louise,Astrid,(NULL),A,,,,0,122139,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Wat is de voornaam van de moeder van koning Filip van Belgie ?,Marie-Louise,Astrid,Paola,Fabiola,(NULL),C,,,,0,122145,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welk beddengoed is ook de woonplaats van de Belgische koning ?,Molton,Laken,Kussen,Deken,(NULL),B,,,,0,122151,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Wat is de hoofdstad van de provincie West-Vlaanderen ?,Brugge,Kortrijk,Oostende,Gent,(NULL),A,,,,0,122157,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Wat is de hoofdstad van de provincie Limburg ?,Sint-Truiden,Maastricht,Hasselt,Genk,(NULL),C,,,,0,122163,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Wat is de hoofdstad van de provincie Luxemburg ?,Aarlen,Luik,Namen,Mons,(NULL),A,,,,0,122169,0,,0,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,Belgium,Hoeveel bloemen bevatte het bruidsboeket van Willy Sommers in zijn hit uit 1971 ?,14,21,7,9,(NULL),A,,,,0,122175,0,,0,1
SOUND AND MUSIC,MUSIC,"TEEN,ADULT",30,Belgium,Welke hit van Clouseau heeft als titel een felbegeerde wereldwijde prijs ?,Grammy,Nobelprijs,Emmy,Oscar,(NULL),B,,,,0,122182,0,,0,1
SOUND AND MUSIC,MUSIC,"TEEN,ADULT",30,Belgium,Welk van deze meisjes werd nooit door Clouseau bezongen ?,Anne,Domino,Louise,Annabel,(NULL),D,,,,0,122186,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Wat is de bijnaam van de Olympische kampioenen van het Belgische mannenhockeyteam ?,Red Lions,Yellow Tigers,Black Cats,Belgian Bullets,(NULL),A,,,,0,122190,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welk van deze torens staat niet in Gent ?,Sint-Baafs,Boekentoeren,Sint-Niklaas,Boerentoren,(NULL),D,,,,0,122208,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welk dier staat op de top van de Sint-Baafs-kathedraal in Gent ?,Uil,Olifant,Draak,Leeuw,(NULL),C,,,,0,122214,0,,0,1
SOUND AND MUSIC,MUSIC,"TEEN,ADULT",30,Belgium,Over welke Nederlandse stad zong Kris De Bruyne in 1975 ?,Utrecht,Rotterdam,Den Haag,Amsterdam,(NULL),D,,,,0,122223,0,,0,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,Belgium,Welke regisseur presenteert sinds jaargang 2 de populaire tv-quiz De Slimste Mens ?,Erik Van Looy,Jan Verheyen,Bruno Wyndaele,Dominique Deruddere,(NULL),A,,,,0,122228,0,,0,1
PUB QUIZ,NONE,"TEEN,ADULT",30,Belgium,Wat is de voornaam van een Belgische Olympische kampioen en de naam van de weekendbijlage van Het Laatste Nieuws ?,Kim,Nina,Nafi,Billy,(NULL),B,,,,0,122236,0,,0,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,Belgium,Wie presenteerde enkel jaargang 1 (2003) van de populaire tv-quiz De Slimste Mens ?,Erik Van Looy,Jan Verheyen,Bruno Wyndaele,Dominique Deruddere,(NULL),C,,,,0,122238,0,,0,1
BACK TO SCHOOL,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,"Op welke datum wordt in Belgie de eedaflegging van de eerste koning, Leopold I, herdacht ?",1 mei,21 juli,11 juli,11-Nov,(NULL),B,,,,0,122244,0,,0,1
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welke wooneenheid is ook de titel van een populaire Vlaamse film uit 2008 ?,Appartement,Loft,Flat,Villa,(NULL),B,,,,0,122249,0,,0,1
BACK TO SCHOOL,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,"Welk van de volgende rivieren mondt niet uit in de zee, maar in een andere rivier ?",Schelde,Maas,IJzer,Leie,(NULL),D,,,,0,122255,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welk van volgende voetbalploegen deelt zijn clubkleuren met die van Beerschot ?,Club Brugge,Anderlecht,AA Gent,Standard,(NULL),B,,,,0,122261,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,"Wat is de voornaam van de zoon van ex-wielrenner Sven Nys, die Europees Kampioen bij de beloften op de weg werd ?",Vincent,Thibeau,Jef,Jonas,,B,,,,0,122267,0,,0,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,Belgium,"Welke nu heel bekende actrice brak door als Sara, in de gelijknamige telenovelle uit 2007 ?",Veerle Baetens,Tine Embrechts,Nathalie Meskens,Ella Leyers,(NULL),A,,,,0,122311,0,,0,1
"TV, FILM AND BOOKS",FILM,"JUNIOR,TEEN,ADULT",30,Belgium,Rond welke familie speelt de vtm-soap Familie zich al sinds 1991 af ?,Maes,Vandenbossche,Janssens,Bomans,(NULL),B,,,,0,122316,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,"Met de naam van welke componist wordt de Belgische coalitie van de regering De Croo I, aangetreden in 2020, aangeduid ?",Mozart,Vivaldi,Bach,Handel,,B,,,,0,122321,0,,0,1
"TV, FILM AND BOOKS",FILM,"TEEN,ADULT",30,Belgium,Welk van deze duo's is geen creatie van het acteursduo Stany Crets en Peter Van Den Begin ?,Raf & Ronny,Ringo & Elvis,Debby & Nancy,Gaston & Leo,(NULL),D,,,,0,122327,0,,0,1
PUB QUIZ,POLITICS,"TEEN,ADULT",30,Belgium,"Waar liep het containerschip Ever Given vast, en legde zo het wereldwijde schipverkeer 6 dagen lam ?",Bosporus,Suez-kanaal,Panama-kanaal,straat van Gibraltar,,B,,,,0,122335,0,,0,1
"TV, FILM AND BOOKS",FILM,"TEEN,ADULT",30,Belgium,Welk van volgende 4 personages wordt niet vertolkt door Koen De Bouw ?,Professor T,Frank Sedes,Luc Bomans,Eric Vincke,(NULL),C,,,,0,122339,0,,0,1
PUB QUIZ,POLITICS,"TEEN,ADULT",30,Belgium,"Welke familienaam delen de Olympische kampioen op de 100m sprint 2021, de Amerikaanse first lady anno 2021 en gewezen voetbalcoach Ariel ?",Maes,Peeters,Jacobs,Janssens,,C,,,,0,122345,0,,0,1
PUB QUIZ,POLITICS,"TEEN,ADULT",30,Belgium,"Wat is de familienaam van een Franse schrijver, de voornaam van een Vlaamse schrijver en de naam van een aperitief met vlierbloesemsiroop ?",Honoré,Hugo,Herman,Marcel,(NULL),B,,,,0,122349,0,,0,1
"TV, FILM AND BOOKS",FILM,"JUNIOR,TEEN,ADULT",30,Belgium,Welk van volgende personages is niet bedacht door jeugdschrijver Marc De Bel ?,oom Trotter,De Zusjes Kriegel,Pietje Puk,Blinker,(NULL),C,,,,0,122353,0,,0,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,Belgium,In welk boek uit 1933 wordt Frans Laarmans groothandelaar in een product dat tevens de naam van het boek is?,Hesp,Fruit,Melk,Kaas,(NULL),D,,,,0,122358,0,,0,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,Belgium,In welke Vlaamse stad spelen de verhalen van Pieter Aspe over commissaris Pieter Van In zich af ?,Brugge,Gent,Antwerpen,Oostende,(NULL),A,,,,0,122366,0,,0,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,Belgium,"De bekende fictieve detective Hercule Poirot zou geboren zijn in een Waals plaatsje in Henegouwen, net over de taalgrens in Belgie.  Welk ?",Mons,Ellezelles,Ath,Durbuy,(NULL),B,,,,0,122371,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke Belgische badplaats bracht Albert Einstein in 1933 6 maanden door ?  Er staat ook een standbeeld van hem.,Oostende,Bredene,De Haan,Nieuwpoort,,C,,,,0,122375,0,,0,1
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,Belgium,"In welke Vlaamse stripreeks zijn enkele van de hoofdpersonages Johan, Galaxa, Bahaal en Qrandar ?",De Kiekeboes,De Rode Ridder,Jommeke,Nero,(NULL),B,,,,0,122379,0,,0,1
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welke oude naam van een wereldstad is ook de naam van het zoontje uit de Kiekeboe-familie ?,Istanbul,Konstantinopel,Ankara,Olympia,(NULL),B,,,,0,122384,0,,0,1
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welke stripreeks speelt zich af in Zonnedorp ?,Urbanus,Nero,Suske & Wiske,Jommeke,(NULL),D,,,,0,122390,0,,0,1
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,Belgium,Welk broodbeleg is ook een personage uit de Jommeke-strips ?,Confituur,Choco,Pindakaas,Honing,(NULL),B,,,,0,122396,0,,0,1
PUB QUIZ,NONE,"TEEN,ADULT",30,Belgium,"Hoe heet het restaurant van Peter Goossens in Kruisem, dat al sinds 2005 3 Michelin-sterren heeft ? Het Hof van",Thorgan,Eden,Cleve,Kylian,(NULL),C,,,,0,122402,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Welke Belgisch trappistenbier is bekend van zijn forel met de gouden ring op het etiket ?,Chimay,Leffe,Westmalle,Orval,(NULL),D,,,,0,122407,0,,0,1
PUB QUIZ,NONE,"TEEN,ADULT",30,Belgium,Welke van de volgende vervoersmaatschappijen houdt zich niet bezig met busvervoer ?,NMBS,De Lijn,TEC,MIVB,(NULL),A,,,,0,122411,0,,0,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,Belgium,.,.,.,.,.,,A,,,,0,132521,0,,1,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Hoe heet de Vlaamse tegenhanger van de Waalse politieke partij Ecolo ?,Blauw,Spa Rood,Groen,Oranje,,C,,,,0,162101,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Naar welke gewezen royal is de bekendste Belgische wedstrijd voor klassieke musici genoemd ?,Koningin Elizabeth,Koningin Fabiola,Koningin Paola,Koningin Mathilde,,A,,,,0,162105,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke Limburgse gemeente kon je 37 jaar lang op zondag naar de Zwarte Markt ?,Tessenderlo,Zichem,St-Truiden,Diest,,A,,,,0,162109,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Naar welke Amerikaanse president is een Antwerpse tunnel onder de Schelde genoemd ?,Bush,Carter,Kennedy,Roosevelt,,C,,,,0,162113,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Welke supermarkt werd in Aalst in 1985 overvallen door de Bende van Nijvel, ten koste van 28 dodelijke slachtoffers ?",Colruyt,Delhaize,Spar,Carrefour,,B,,,,0,162119,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Welke bekende toeristische trekpleister vind je in de Brusselse Stoofstraat ?,Atomium,Manneke Pis,Gravensteen,Lange Wapper,,B,,,,0,162123,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke Vlaamse gemeente staat de Zimmertoren ?,Mechelen,Lier,Duffel,Diest,,B,,,,0,162127,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,De inwoners van welke Antwerpse stad worden Maneblussers genoemd ?,Mechelen,Lier,Duffel,Diest,,A,,,,0,162131,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Op grondgebied van welke Oudenaardse deelgemeente ligt de wielerbult Koppenberg, scherprechter in de Ronde van Vlaanderen ?",Spreken,Melden,Verslaan,Zeggen,,B,,,,0,162135,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Welk beroep is ook de gedeelde familienaam van een Vlaamse partijvoorzitter Bart en een jonge klimaatactiviste Anuna ?,De Naaier,De Wever,De Klerk,De Meester,,B,,,,0,162139,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Welke West-Vlaamse gemeente vormde tot eind jaren 1990 een dubbelfestival met Rock Werchter ?,Tielt,Torhout,Roeselare,Diksmuide,,B,,,,0,162143,0,,0,1
"TV, FILM AND BOOKS",FILM,"JUNIOR,TEEN,ADULT",30,Belgium,Onder welk label maakt de nationale omroep VRT tv-programma's voor kinderen ?,Ketnet,Zapp,TikTak,MNM,,A,,,,0,162147,0,,0,1
PUB QUIZ,FILM,"TEEN,ADULT",30,Belgium,"Een golfterm, een grote vogel en de bijnaam van de grootste trams in Gent.  Welk woord ?",Bogey,Birdie,Eagle,Albatros,,D,,,,0,162151,0,,0,1
"TV, FILM AND BOOKS",FACT,"JUNIOR,TEEN,ADULT",30,Belgium,Van welke stripfiguur heten de ouders Cesar en Eufrazie ?,Urbanus,Jommeke,Kuifje,Bert Bibber,,A,,,,0,162155,0,,0,1
"TV, FILM AND BOOKS",FILM,"JUNIOR,TEEN,ADULT",30,Belgium,Van welke stripfiguur heten de ouders Teofiel en Marie ?,Urbanus,Jommeke,Kuifje,Bert Bibber,,B,,,,0,162160,0,,0,1
PUB QUIZ,FILM,"TEEN,ADULT",30,Belgium,Hoe heet de streek rondom de Oost-Vlaamse stad Eeklo ?,Meetjesland,Peetjesland,Kreekjesland,Weetjesland,,A,,,,0,162169,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke stad werd tijdens de 'Metten' de Franse vijand ontmaskerd door het niet kunnen uitspreken van 'Schild en Vriend' ?,Brussel,Brugge,Gent,Antwerpen,,B,,,,0,162174,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Welke Oost-Vlaamse stad is de carnavalstad van Vlaanderen ?,Geraardsbergen,Halle,Ninove,Aalst,,D,,,,0,162178,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"In welke Oost-Vlaamse stad kan je de Muur beklimmen, een bekende helling uit de wielergeschiedenis ?",Geraardsbergen,Halle,Ninove,Aalst,,A,,,,0,162182,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Hoe heet het bekende folkloristische paard uit Dendermonde, dat eens in de 10 jaar wordt uitgehaald voor een ommegang ?",Carillon,Campanile,Beiaard,Balatum,,C,,,,0,162186,0,,0,1
PUB QUIZ,FACT,"JUNIOR,TEEN,ADULT",30,Belgium,Welk soort afval sorteren we in de blauwe vuilniszak ?,PMD,GFT,KGA,Restafval,,A,,,,0,162190,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Bij welk soort afval worden lege batterijen verzameld ?,PMD,GFT,KGA,Restafval,,C,,,,0,162195,0,,0,1
"TV, FILM AND BOOKS",FACT,"TEEN,ADULT",30,Belgium,Welke zanger wordt door Matteo Simoni gestalte gegeven in de film Marina ?,Rocco Granata,Will Tura,Adamo,Eddy Wally,,A,,,,0,162200,0,,0,1
PUB QUIZ,FILM,"TEEN,ADULT",30,Belgium,"Wat is de bijnaam van de beste Belgische dartsspeler, Van den Bergh ?",Dancing Kim,Dancing Donny,Dancing Danny,Dancing Dimi,,D,,,,0,162204,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke West-Vlaamse gemeente wordt op de paardenrenbaan aan de Gaverbeek jaarlijks de grootste steeplechase van Belgie gereden ?,Oostende,Kuurne,Waregem,Kortrijk,,C,,,,0,162208,0,,0,1
PUB QUIZ,FACT,ADULT,30,Belgium,In welk van deze West-Vlaamse gemeenten vind je GEEN paardenrenbaan ?,Oostende,Kuurne,Waregem,Kortrijk,,D,,,,0,162212,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke Belgische provincie beginnen de postcodes met het cijfer 2 ?,Antwerpen,Oost-Vlaanderen,Limburg,Luik,,A,,,,0,162215,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke Belgische provincie beginnen de postcodes met het cijfer 9 ?,Antwerpen,Oost-Vlaanderen,Limburg,Luik,,B,,,,0,162218,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,In welke Belgische provincie beginnen de postcodes met het cijfer 3 ?,Antwerpen,Oost-Vlaanderen,Limburg,Luik,,C,,,,0,162222,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Met welk cijfer beginnen de postcodes in de provincie Luik ?,4,2,3,9,,A,,,,0,162226,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Met welk cijfer beginnen de postcodes in de provincie West-Vlaanderen ?,4,2,3,8,,D,,,,0,162230,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Wat was de naam van het radiostadion dat in 2009 werd omgedoopt tot MNM ?,StuBru,Radio 3,Radio Donna,Joe FM,,C,,,,0,162234,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Wat was de naam van het radiostadion dat in 2000 werd omgedoopt tot Klara ?,StuBru,Radio 3,Radio Donna,Joe FM,,B,,,,0,162238,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Hoe heet de uit het voetbal bekende zoon van de burgemeester van de Brusselse gemeente Ganshoren ?,Thibaut Courtois,Kevin De Bruyne,Eden Hazard,Vincent Kompany,,D,,,,0,162242,0,,0,1
PUB QUIZ,FACT,ADULT,30,Belgium,Met welk letterwoord werd bij de Belgische politie jarenlang verwezen naar alcoholcontroles in het weekend ?,W.O.D.C.A.,G.I.N.,R.U.M.,W.I.N.E.,,A,,,,0,162246,0,,0,1
PUB QUIZ,FACT,ADULT,30,Belgium,Hoe heet de concertzaal op de Heizelterreinen in Brussel ?,Paleis 12,AB,Sportpaleis,Vorst Nationaal,,A,,,,0,162249,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Welk van onderstaande is een bestaande concertzaal in Brussel ?,Laken Nationaal,Anderlecht Nationaal,Ukkel Nationaal,Vorst Nationaal,,D,,,,0,162251,0,,0,1
PUB QUIZ,FACT,"JUNIOR,TEEN,ADULT",30,Belgium,Welke naam wordt gedeeld door een vlieg (en metgezel van Urbanus in de strips) en een gewezen mascotte van VTM ?,Nabuko,Amedee,Cezar,Staf,,B,,,,0,162966,0,,0,1
PUB QUIZ,FACT,"JUNIOR,TEEN,ADULT",30,Belgium,Welke hulpverleningsorganisatie haalt een groot deel van zijn budget uit een stickerverkoop met stripfiguren ?,Amnesty International,Artsen Zonder Grenzen,Rode Kruis,Plan International,,C,,,,0,162971,0,,0,1
"TV, FILM AND BOOKS",FACT,"JUNIOR,TEEN,ADULT",30,Belgium,Welke Vlaamse tv-reeks speelde zich af op een luchtmachtbasis in Koksijde ?,Windkracht 10,Windkracht 6,Windkracht 8,Windkracht 12,,A,,,,0,162977,0,,0,1
"TV, FILM AND BOOKS",FILM,"TEEN,ADULT",30,Belgium,Op welke luchtmachtbasis speelde de tv-reeks Windkracht 10 zich af ?,Koksijde,Peer,Oostende,Kleine Brogel,,A,,,,0,162983,0,,0,1
PUB QUIZ,FILM,"TEEN,ADULT",30,Belgium,Welk lekker biertje is ook de naam van een in 2016 gesloten 3-sterrenrestaurant van chef Geert Van Hecke ?,Omer,Karmeliet,Duvel,Cornet,,B,,,,0,162988,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Wat is geen krasbiljet van de Nationale Loterij ?,Subito,Presto,Keno,Win for Life,,C,,,,0,162992,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Welk van deze loterijspelen is geen trekkingsspel, maar een krasbiljet ?",Lotto,Keno,Euro Millions,Win for Life,,D,,,,0,162996,0,,0,1
"TV, FILM AND BOOKS",FACT,"TEEN,ADULT",30,Belgium,"Wat was de naam van het tv-programma dat werd uitgezonden in het tijdsslot van Iedereen Beroemd, dat ondertussen ook al 10 jaar bestaat ?",Hond Bijt Kat,Man Bijt Hond,Hond Bijt Man,Kat Bijt Man,,B,,,,0,163000,0,,0,1
SOUND AND MUSIC,FILM,"TEEN,ADULT",30,Belgium,Welk groot festival vindt jaarlijks plaats in augustus in Kiewit ?,Cactus,Tomorrowland,Pukkelpop,Pinkpop,,C,,,,0,163004,0,,0,1
SOUND AND MUSIC,MUSIC,"TEEN,ADULT",30,Belgium,Welk groot festival vindt jaarlijks plaats in juli in Brugge ?,Cactus,Tomorrowland,Pukkelpop,Pinkpop,,A,,,,0,163008,0,,0,1
SOUND AND MUSIC,MUSIC,"TEEN,ADULT",30,Belgium,Welk groot festival vindt jaarlijks plaats in juli in Boom ?,Cactus,Tomorrowland,Pukkelpop,Pinkpop,,B,,,,0,163012,0,,0,1
PUB QUIZ,MUSIC,"TEEN,ADULT",30,Belgium,Vier keer gewonnen en negen keer op het podium.  Welke gewezen renner werd terecht Monsieur Paris-Roubaix genoemd ?,Peter Van Petegem,Tom Boonen,Eddy Merckx,Roger De Vlaeminck,,D,,,,0,163016,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Op welke datum viert Vlaanderen zijn 'nationale feestdag' en wordt de Guldensporenslag van 1302 herdacht ?,21 juli,15-Aug,11 juli,15-Nov,,C,,,,0,163022,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,Van welk keukenbedrijf is Donald Muylle de telegenieke stichter en CEO ?,DSM,Dovy,DM,Abdij,,B,,,,0,163026,0,,0,1
BREAKING NEWS,FACT,"TEEN,ADULT",30,Belgium,"Het was dan wel 'in lopende zaken', maar wat was de naam van de eerste vrouw die in 2019 de eed aflegde als premier van Belgie ?",Wilmès,Crevits,De Block,De Croo,,A,,,,0,163030,0,,0,1
SOUND AND MUSIC,POLITICS,"TEEN,ADULT",30,Belgium,"Welke zanger, geboren als Jonathan Vandenbroeck, scoorde een wereldhit met zijn cover van Ayo Technology ?",50 Cent,Milow,Netsky,Gotye,,B,,,,0,163034,0,,0,1
SOUND AND MUSIC,MUSIC,"TEEN,ADULT",30,Belgium,"Welke zanger, geboren als Wouter De Backer, scoorde een wereldhit met Somebody That I Used To Know ?",50 Cent,Milow,Netsky,Gotye,,D,,,,0,163038,0,,0,1
"TV, FILM AND BOOKS",MUSIC,"TEEN,ADULT",30,Belgium,Wat zijn de familienamen van het showbizzkoppel dat door de gespecialiseerde pers Bennifer wordt genoemd ?,Stiller-Lopez,Affleck-Lopez,Affleck-Anniston,Stiller-Anniston,,B,,,,0,163044,0,,0,1
PUB QUIZ,FILM,ADULT,30,Belgium,"Welke rivier stroomt in Werchter in de Dijle, na een parcours langs Hasselt, Zichem en Diest ?",Nete,Demer,Rupel,Mandel,,B,,,,0,163093,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Hoeveel dagen telt het wereldrecord regeringsvormen, niet toevallig in handen van de Belgische politiek ?",541 dagen,451 dagen,514 dagen,154 dagen,,A,,,,0,163097,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Hoe heet de coach van het Belgisch estafetteteam op de 4x400m atletiek ?  Hij is de vader van Jonathan, Kevin, Dylan en Olivia.",Vanbranteghem,Gevaert,Vandenbemt,Borlee,,D,,,,0,163100,0,,0,1
PUB QUIZ,FACT,"TEEN,ADULT",30,Belgium,"Naar welke gewezen atleet is de grootste atletiekmeeting van Belgie, die jaarlijks plaatsvindt op de Heizel, genoemd ?",Lismont,Gevaert,Van Damme,Roelands,,C,,,,0,163104,0,,0,1
