CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
PUB QUIZ9,NONE,ADULT,35,Nederland,Hoeveel electriciteit uit een nucleaire reactie heeft Dr. Emmett Brown nodig voor zijn tijd machine?,1.51 Gigawatt,1.21 Gigawatt,1.69 Gigawatt,1.17 Gigawatt,(NULL),B,,,storage/questions/sounds/75FNr1637799260222.mp3,2,159087,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke klassieke musical komt het origineel van dit Ariana Grande nummer?,Chitty Chitty Bang Bang,Annie,Sound of Music,Mary Poppins,(NULL),C,,,storage/questions/sounds/F0gBY1637799133522.mp3,2,159091,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welk deel van het lichaam van zijn date is Eddie Murphy het meest geinteresseerd in de romantische comedy uit 1992 genaamd Boomerang?,Handen,Ogen,Haar,Voeten,(NULL),D,,,storage/questions/sounds/4T2z71637799050512.mp3,2,159095,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie speelde Leonardo DiCaprio's geliefde in de film met deze Cardigan track?,Claire Danes,Kate Winslet,Cate Blanchett,Carey Mulligan,(NULL),A,,,storage/questions/sounds/UOzKb1637798928397.mp3,2,159099,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wat doet Daniel LaRusso in de scene waarin deze Bananarama song wordt gespeeld?,Karate,Voetbal,Volleybal,Judo,(NULL),B,,,storage/questions/sounds/Zdfw11637798807387.mp3,2,159103,0,,1,1
PUB QUIZ9,NONE,ADULT,30,Nederland,Voor welke tegenstander traint Rocky tijdens de song 'Burning Hearts'?,Clubber Lang,Apollo Creed,Ivan Drago,Tommy Gun,(NULL),C,,,storage/questions/sounds/LMHsk1637798420001.mp3,2,159109,0,,1,1
PUB QUIZ9,NONE,ADULT,30,Nederland,Wie was geen Ghostbuster?,Peter Venkman,Winston Zeddemore,Egon Spengler,Ruben Stantz,(NULL),D,,,storage/questions/sounds/wNKdz1637797943418.mp3,2,159113,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke 90s basketbal film zit deze 'Warren G' single?,Above the Rim,Juice,The Basketball Diaries,He Got Game,(NULL),A,,,storage/questions/sounds/eRl971637797655902.mp3,2,159117,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Uit welke film van 2003 gebaseerd op een Marvel Comics superhero, komt dit Evanescence nummer?",Thor,Daredevil,Iron Man,Deadpool,(NULL),B,,,storage/questions/sounds/Wj4Be1637797447957.mp3,2,159121,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Welke rol speelt Julia Roberts in de film met dit nummer van Roxette?,Erin Brockovich,Anna Scott,Vivian Ward,Elizabeth Gilbert,(NULL),C,,,storage/questions/sounds/7f4Fj1637796968129.mp3,2,159125,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"In welke film speelde Aaliyah de rol van Trish O'Day, waarin zij eveneens haar hit 'Try Again' vertolkte?",The Bodyguard,Cradle 2 The Grave,Rush Hour,Romeo Must Die,(NULL),D,,,storage/questions/sounds/TgLws1637796547636.mp3,2,159129,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie offert zijn leven op om de planeet Aarde te redden?,Bruce Willis,Randy Quaid,Steve Buscemi,Ben Affleck,(NULL),A,,,storage/questions/sounds/9EHlS1637796336619.mp3,2,159133,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie zingt dit lied in The Catalina Wine Mixer met Will Ferrell?,Paul Rudd,John C. Reilly,Seth Rogan,Vince Vaughn,(NULL),B,,,storage/questions/sounds/x1pyO1637795850947.mp3,2,159137,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de film!,My Fair Lady,The Carpetbaggers,Breakfast at Tiffanys,Ship of Fools,(NULL),C,,,storage/questions/sounds/qmkTa1637795409066.mp3,2,159141,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie is geen fictieve detective in deze iconische 80s film?,Billy Rosewood,John Taggart,Axel Foley,Reggie Hammond,(NULL),D,,,storage/questions/sounds/CVvTh1637795249070.mp3,2,159145,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Welke actrice gaat terug in haar herinnering tijdens dit Bruce Springsteen nummer?,Rachel McAdams,Meg Ryan,Renee Zellweger,Sandra Bullock,(NULL),C,,,storage/questions/sounds/s5sQF1637794993116.mp3,2,159149,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"In welke Robin Hood film werd deze Bryan Adams hit, die 11 weken op nummer 1 stond in de Nederlande top 40, gespeeld?",Prince of Thieves,Prince of Sherwood,Men in Tights,Sword of Sherwood Forest,(NULL),A,,,storage/questions/sounds/ADTqT1637794667862.mp3,2,159153,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke bar/restaurant dansen Vincent Vega en Mia Wallace op dit lied?,The Raven,Jack Rabbit Slims,The Hawthorne Grille,Inglewood Strip Club,(NULL),B,,,storage/questions/sounds/DEaUo1637794163280.mp3,2,159157,0,,1,1
PUB QUIZ9,NONE,ADULT,20,Nederland,Uit welke Michelle Pfeiffer film komt deze Coolio track?,Dangerous Liaisons,Dangerous Ground,Dangerous Minds,Dangerous Games,(NULL),C,,,storage/questions/sounds/TSHGs1637793697681.mp3,2,159161,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de film!,8 Mile,Straight Outta Compton,Lose Yourself,Get Rich or Die Tryin',(NULL),A,,,storage/questions/sounds/G5zAi1637793025985.mp3,2,159165,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie zong en produceerde deze 'Dirty Dancing' song?,Donald Markowitz,Bill Medley,Patrick Swayze,Eric Carmen,(NULL),D,,,storage/questions/sounds/rWKID1637792717554.mp3,2,159169,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Fire Saga's nummer 'Double Trouble' was het fictieve 'Eurovisie' song festival lied voor welk land?,IJsland,Griekenland,Kroatie,Zweden,(NULL),A,,,storage/questions/sounds/9Bu1K1637792294673.mp3,2,159173,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Wie speelt geen rol in de Adam Sandler golf comedy, met dit lied?",Bob Barker,Ned Ryerson,Chubbs Peterson,Shooter McGavin,(NULL),B,,,storage/questions/sounds/IWuP11637792037181.mp3,2,159179,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de film!,Sixteen Candles,St. Elmo's Fire,Footloose,Flashdance,(NULL),C,,,storage/questions/sounds/KI3HQ1637791572496.mp3,2,159183,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke 90s Liv Tyler film komt dit Gin Blossoms nummer?,Reality Bites,Dazed and Confused,Stealing Beauty,Empire Records,(NULL),D,,,storage/questions/sounds/RZkmg1637791325420.mp3,2,159187,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke film zingen straatmuzikanten Glen Hansard en Marketa Irglova 'Falling Slowly'?,Once,Begin Again,August Rush,The Edge of Love,(NULL),A,,,storage/questions/sounds/cyfKl1637791187557.mp3,2,159191,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke Meg Ryan film komt dit nummer van de Goo Goo Dolls?,You've Got Mail,City of Angels,Sleepless in Seattle,Kate and Leopold,(NULL),B,,,storage/questions/sounds/HTdia1637790778959.mp3,2,159195,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie maakte deze Karate Kid klassieker?,Joe Esposito,Kenny Logins,Huey Lewis,Michael McDonald,(NULL),A,,,storage/questions/sounds/iUgg91637790170496.mp3,2,159203,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Welk transport middel gebruikten E.T. en Elliot in de scene waarin de originele soundtrack - gecomponeerd door John Williams - werd gespeeld?,Hoverboard,BMX,Skateboard,Skeelers,(NULL),B,,,storage/questions/sounds/Hrk5C1637789608899.mp3,2,159207,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de componist van Star Wars!,Hans Zimmer,Alan Silvestri,John Williams,Jerry Goldsmith,(NULL),C,,,storage/questions/sounds/l2mMa1637789253789.mp3,2,159211,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Op wiens begrafenis zingt Will Ferrell 'Dust in the Wind'?,Green's,Yellow's,Red's,Blue's,(NULL),D,,,storage/questions/sounds/ZYUYg1637788266914.mp3,2,159215,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Welke film, met deze titelsong, won geen Academy Award voor beste film in 2017, ondanks dat Warren Beatty en Faye Dunaway deze film wel als winnaar noemden?",Moonlight,Hidden Figures,La La Land,Manchester by the Sea,(NULL),C,,,storage/questions/sounds/j3K771637787638503.mp3,2,159219,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de film!,Risky Business,The Graduate,All the Right Moves,Midnight Cowboy,(NULL),B,,,storage/questions/sounds/hs7Hk1637787400949.mp3,2,159223,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Welke liefhebbende familie reed van Chicago naar Walley World in 1983?,The Goldbergs,The Kringles,The Griswolds,The McCallisters,(NULL),C,,,storage/questions/sounds/IPc7b1637786948068.mp3,2,159227,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,Naar wie zoekt iedereen wanhopig in de film met deze titelsong?,Sandra,Sally,Sara,Susan,(NULL),D,,,storage/questions/sounds/ADTmN1637786135094.mp3,2,159231,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"In welke film met dit nummer, speelt Madonna de hoofdrol?",Who's That Girl,Borderline,Desperately Seeking Susan,Truth of Dare,(NULL),A,,,storage/questions/sounds/KDtcS1637785682222.mp3,2,159235,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Wie snijdt in de film 'Goodfellas', knoflook met een scheermes gedurende een scene waarin dit nummer wordt gespeeld?",Jimmy Conway,Paul Cicero,Billy Batts,Henry Hill,(NULL),B,,,storage/questions/sounds/IepAc1637785423798.mp3,2,159239,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de film!,Footloose,Dirty Dancing,Flashdance,Staying Alive,(NULL),C,,,storage/questions/sounds/b5qx21637785041801.mp3,2,159243,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke film zit dit 'No Doubt' nummer?,10 Things I Hate About You,Legally Blonde,She's All That,Clueless,(NULL),D,,,storage/questions/sounds/ZRilv1637784597729.mp3,2,159247,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Welke studenten a cappella groep zingt deze medley?,The Barden Bellas,The Tonehangers,Das Sound Machine,The Sockapellas,(NULL),A,,,storage/questions/sounds/6z1N31637784228846.mp3,2,159251,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie speelde met Puff Daddy deze 'Godzilla' track in 1998?,Robert Plant,Jimmy Page,Jeff Beck,Eddie Van Halen,(NULL),B,,,storage/questions/sounds/JlOcA1637783723251.mp3,2,159255,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,Wie maakte geen onderdeel uit van de film cast met deze Ronan Keating titel song?,Rhys Ifans,Hugh Grant,Andie MacDowell,Julia Roberts,(NULL),C,,,storage/questions/sounds/CoMd01637783322049.mp3,2,159259,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke superhelden film komt dit nummer 'Kiss from a Rose'?,Iron Man,Spider-Man,Superman,Batman,(NULL),D,,,storage/questions/sounds/xmeXg1637782967038.mp3,2,159263,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie zingt 'Set It All Free' in de film 'Sing' uit 2016?,Scarlett Johansson,Jennifer Hudson,Reese Witherspoon,Tori Kelly,(NULL),A,,,storage/questions/sounds/BxFrn1637781912856.mp3,2,159267,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke 90s film komt dit lied 'Sixpence None the Richer'?,Never Been Kissed,She's all That,Can't Hardly Wait,She's the Man,(NULL),B,,,storage/questions/sounds/9uJUX1637781620853.mp3,2,159271,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"In welke 90s film, met de film muziek 'Sneaker Pimps', speelt Val Kilmer de dief Simon Templar?",Heat,True Romance,The Saint,Tombstone,(NULL),C,,,storage/questions/sounds/YpEHl1637781068756.mp3,2,159275,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie doet het weer in dit op fictie gebaseerde San Diego 'Channel 4 News Team'?,Veronica Corningstone,Ron Burgundy,Champ Kind,Brick Tamland,(NULL),D,,,storage/questions/sounds/dsYxG1637780709084.mp3,2,159279,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Deze Sting titel komt uit Lethal Weapon 3. Wie speelde naast Danny Glover en Mel Gibson in deze 3e versie?,Rene Russo,Gary Busey,Patsy Kensit,Jet Li,(NULL),A,,,storage/questions/sounds/r6mbK1637780449181.mp3,2,159283,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Voor welke tegenstander is Rocky in training in de film de 'Eye of the Tiger'?,Ivan Drago,Clubber Lang,Apollo Creed,Tommy Gun,(NULL),B,,,storage/questions/sounds/KUkt71637779679697.mp3,2,159287,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de animatie film met de titelsong 'Everything is Awesome'!,The Emoji Movie,Trolls,The Lego Movie,Megamind,(NULL),C,,,storage/questions/sounds/PZ5KX1637779372834.mp3,2,159291,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke film uit 2005 zingen Steve Carell en Paul Rudd dit lied?,Knocked Up,Dinner for Schmucks,40 Year Old Virgin,Anchorman,(NULL),C,,,storage/questions/sounds/GAUcS1637778986852.mp3,2,159295,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke Martin Scorsese film komt dit lied?,Casino,The Godfather,Goodfellas,The Irishman,(NULL),A,,,storage/questions/sounds/XEiP91637778571458.mp3,2,159299,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Over welke film en film karakters zong Michael Bolton dit lied, door comedy trio, 'The Lonely Island'?",Harry Potter,Pirates of the Caribbean,Indiana Jones,Lord of the Rings,(NULL),B,,,storage/questions/sounds/2IqPm1637778032581.mp3,2,159303,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Josh Hartnett speelde in deze 1998 horror tiener movie met de titel song 'The Offspring'. Welke was dat?,Disturbing Behavior,I Know What You Did Last Summer,The Faculty,Species,(NULL),C,,,storage/questions/sounds/tq0m61637777532696.mp3,2,159307,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke film zingt Adam Sandler dit voor Drew Barrymore?,50 First Dates,Fever Pitch,Blended,The Wedding Singer,(NULL),D,,,storage/questions/sounds/TBsWK1637777305406.mp3,2,159311,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Noem de naam van de fictieve band geleid door Tom Hanks!,The Wonders,That Thing You Do,The O-Needers,The Wonderers,(NULL),A,,,storage/questions/sounds/C3WUX1637776872894.mp3,2,159315,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Uit welke Batman film uit 1995 komt deze U2 titelsong 'Hold Me, Thrill Me, Kiss Me, Kill Me'?",Batman Begins,Batman Forever,The Dark Knight,Batman Returns,(NULL),B,,,storage/questions/sounds/3R86z1637776448725.mp3,2,159319,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie speelde niet in de cult film met deze klassieker 'Underworld'?,Ewan McGregor,Robert Carlyle,Rhys Ifans,Ewen Bremner,(NULL),C,,,storage/questions/sounds/mxUll1637775989457.mp3,2,159323,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Welke band speelt in de comedies, 'Old School' en 'The Hangover', waarin covers worden gespeeld van originele vrouwelijke pop songs?",The Axis of Awesome,The Lonely Island,&quot;Weird Al&quot; Yankovic,The Dan Band,(NULL),D,,,storage/questions/sounds/BxGoN1637775749668.mp3,2,159327,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke animatie film komt deze feel-good hit?,Zootopia,The Secret Life of Pets,Sing,Ferdinand,(NULL),A,,,storage/questions/sounds/Uj9wl1637775194668.mp3,2,159331,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie schreef en produceerde deze 'Flashdance' klassieker?,Irene Cara,Michael Sembello,Laura Branigan,Joe Esposito,(NULL),B,,,storage/questions/sounds/zdqFp1637799837516.mp3,2,159539,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Wie speelt de hoofdpersoon, Violet Sanford, in de film met deze titelsong?",LeAnn Rimes,Maria Bello,Piper Perabo,Bridget Moynahan,(NULL),C,,,storage/questions/sounds/myGw91637800292449.mp3,2,159543,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke Jordan Peele film wordt een cover gespeeld van deze Luniz track?,Candyman (2021),Keanu,Get Out,Us,(NULL),D,,,storage/questions/sounds/M4drS1637800561848.mp3,2,159547,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke 2009 romcom met een all-star cast komt deze 'Keane' song?,He's Just Not That Into You,The Proposal,"Crazy, Stupid, Love",Knocked Up,(NULL),A,,,storage/questions/sounds/rl2751637853632113.mp3,2,159553,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Welke Amerikaanse actrice en zangeres zong dit 'Frozen' lied?,Elsa Anne Martin,Idina Menzel,Kristen Bell,Evan Rachel Wood,(NULL),B,,,storage/questions/sounds/5Y4RE1637854231392.mp3,2,159565,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,In welke film speelde deze getalenteerde rapper en acteur geen rol?,He Got Game,Above The Rim,Poetic Justice,Juice,(NULL),A,,,storage/questions/sounds/IpM901637943871324.mp3,2,159653,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,"In welke door Matthew Vaughn geregisseerde film, pleegt 'Morty' gespeeld door George Harris, geweld tijdens dit Duran Duran nummer?","Lock, Stock and Two Smoking Barrels",Snatch,Rocknrolla,Layer Cake,(NULL),D,,,storage/questions/sounds/6dFlR1637945659127.mp3,2,159657,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,Wie speelde geen rol in de James Bond film uit 2021 met deze titelsong?,Monica Bellucci,Ralph Fiennes,Rami Malek,Lea Seydoux,(NULL),A,,,storage/questions/sounds/PfAYj1637961009089.mp3,2,159667,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,In welke serie van horror films was Blue Oyster Cult's - '(Don't Fear) The Reaper' de titel song?,Scream,Halloween,Evil Dead,Candyman,(NULL),B,,,storage/questions/sounds/XXwtO1637961711573.mp3,2,159673,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,Uit welke animatie film komt deze cover versie van een Tom Cochrane lied uit 1991?,Robots,Turbo,Cars,WALL E,(NULL),C,,,storage/questions/sounds/pkW781637962088266.mp3,2,159675,0,,1,1
PUB QUIZ9,NONE,ADULT,25,Nederland,Wie speelde niet in de all-star cast van de film met deze titel song van Cher?,Winona Ryder,Christina Ricci,Cher,Michelle Pfeiffer,(NULL),D,,,storage/questions/sounds/C3He51637962506259.mp3,2,159685,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wie zingt deze titel song in de musical uit 2002?,Renee Zellweger,Catherine Zeta-Jones,Meryl Streep,Christine Baranski,(NULL),B,,,storage/questions/sounds/98du31637963199744.mp3,2,159693,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,"Wie regiseerde de cult horror movie uit 2017, waarin Daniel Kaluuya de hoofdrol speelde met deze Childish Gambino titel song?",Sam Raimi,Spike Lee,Jordan Peele,Victoria Mahoney,(NULL),C,,,storage/questions/sounds/n5PMy1637963810613.mp3,2,159701,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Wat is de volgende zin van dit Patrick Swayze lied?,&quot;I look in the mirror and all I see&quot;,&quot;Is a young old man with only a dream&quot;,&quot;I feel her breath in my face&quot;,&quot;She leads me through moonlight&quot;,(NULL),D,,,storage/questions/sounds/kIS0i1637964537895.mp3,2,159705,0,,1,1
PUB QUIZ9,NONE,ADULT,35,Nederland,Uit welke film uit 'The Hobbit' serie komt dit nummer?,The Desolation of Smaug,An Unexpected Journey,The Battle of the Five Armies,Return Of The King,(NULL),A,,,storage/questions/sounds/wiFH01637965237649.mp3,2,159709,0,,1,1
