CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What type of triangle is this?,Equilateral triangle,Scalene triangle,Isosceles triangle,Right-angled triangle,(NULL),C,g7tqE1620678384949.jpg,,,1,67406,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the name given to an angle between 180° and 360°?,Reflex,Acute,Obtuse,Half turn,(NULL),A,Puu7c1620678400770.jpg,,,1,67410,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,How many sides are there on a Hexagon?,5,6,7,9,(NULL),B,NUwjQ1620678560261.jpg,,,1,67414,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the name given to this irregular polygon?,Heptagon,Hexagon,Octagon,Decagon,(NULL),A,u9vVX1620679070496.jpg,,,1,67418,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the name given to this polygon?,Heptagon,Nonagon,Pentagon,Quadrilateral,(NULL),C,EVrLY1620679249050.jpg,,,1,67422,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the name given to an 8-sided polygon?,Heptagon,Octagon,Circle,Hexagon,(NULL),B,hO54p1620679377553.jpg,,,1,67426,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Ali thinks of a number. She multiplies it by 4 and adds 17. Her answer is 61. What number did Ali start with?,11,4,13,132,(NULL),A,a42YJ1620679973026.jpg,,,1,67430,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Bao has p stickers. Bao's brother gives him 3 more. How many stickers does Bao have now?,p - 3,p + 3,3 - p,3p,(NULL),B,4T50e1620680146688.jpg,,,1,67434,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Tim has y sweets. He gives away 5 of them. How many sweets does Tim have left?,5y,5 - y,y - 5,y + 5,(NULL),C,LZRxG1620680235416.jpg,,,1,67438,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,2? + 1 = 29. What is the value of ??,10,8,15,14,(NULL),D,hznWk1620680333330.jpg,,,1,67442,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,? + 8 = 21. What is the value of ??,13,29,12,20,(NULL),A,T20js1620680425049.jpg,,,1,67446,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,3? = 36. What is the value of ??,6,12,33,20,(NULL),B,vPwR01620680606310.jpg,,,1,67450,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"Find the missing number in this sequence: 28, 22, ___ , 10?",15,4,13,16,,D,rKtgj1620680747617.jpg,,,1,67454,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"In this sequence, the rule to get to the next number is: add three then multiply by 4. The sequence starts 2, 20,  What is the next number in the sequence?",92,83,82,86,(NULL),A,Lrca81620680866119.jpg,,,1,67458,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the function of the flower?,To provide colour to the environment,To let bees make honey,To make us smile,To attract insects,(NULL),D,eEL7F1620736795018.jpg,,,1,67462,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is delivered to all the cells in the body other than Oxygen?,Glucose,Nutrients,Carbon Dioxide,Nitrogen,(NULL),A,cHzen1620736942841.jpg,,,1,67466,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not a system in the human body?,Circulatory System,Skeletal System,Transport System,Digestive System,(NULL),C,c2zL61620737138282.jpg,,,1,67474,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which label shows evaporation?,A,B,C,D,(NULL),A,1Z5YZ1620737557162.jpg,,,1,67478,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Single celled organisms reproduce by?,A,B,C,D,(NULL),B,kA08Q1620738085743.jpg,,,1,67482,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,The eggs of which creature are carried by the male?,Squid,Lobster,Octopus,Seahorse,(NULL),D,2VJ4D1620738297649.jpg,,,1,67486,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which is the best habitat for a toad?,Near a pond,Under Hedgerow,Seashore,In a forest,(NULL),A,wKBy81620738469401.jpg,,,1,67490,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"According to the diagram, if the grasshoppers disappeared, what would the frogs eat?",Leaves,Greenbugs,Ladybirds,Butterflies,(NULL),D,Z9fIC1620738708893.jpg,,,1,67498,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the name for the process of physical changes in which a child's body matures into an adult body?,Development,Growth spurt,Puberty,Adolescent,(NULL),C,xOajt1620738583516.jpg,,,1,67502,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which part of the eye allows light to enter?,Pupil,Iris,Retina,Lens,(NULL),A,ddIga1620738919209.jpg,,,1,67506,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following characteristics does a ladybird have?,Worm-like,Cold blooded,Vertebrate,3 pairs of legs,(NULL),D,AwJ2l1620739020121.jpg,,,1,67510,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,How do plants on the woodland floor adapt themselves for the dark conditions?,Small spiky leaves,Large flat leaves,Pale coloured leaves,No leaves,(NULL),B,mFVBT1620739219597.jpg,,,1,67526,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Why are christmas lights best arranged as a parallel circuit?,A,B,C,D,(NULL),A,bZ6Qu1620739691019.jpg,,,1,67540,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following is false?,A,B,C,D,(NULL),C,iQyBr1620740070114.jpg,,,1,67542,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"When the Moon is positioned exactly in between the Earth and the Sun, what is it called?",An eclipse,An ellipse,A shadow,It never happens,(NULL),A,5W92g1620740237897.jpg,,,1,67546,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Why are electrical wires covered in plastic?,A,B,C,D,(NULL),B,6At0p1620740556022.jpg,,,1,67550,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is an electrical conductor?,Gold,Paper,Rubber,Plastic,(NULL),A,fxNba1620741117606.jpg,,,1,67554,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is an electrical insulator?,Plastic,Copper,Silver,Aluminium,(NULL),A,Xt18u1620741492785.jpg,,,1,67558,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is an example of Gravitational Potential Energy?,A radio playing a song,A bicycle going along the road,A book on a shelf,A campfire,(NULL),C,O5r9F1620741988968.jpg,,,1,67566,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is stored by your body when you eat?,Heat,Chemical Energy,Sound,Kinetic Energy,(NULL),B,nNmVy1620742258658.jpg,,,1,67570,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not a type of Energy?,Heat,Gravitational Potential,Kinetic,Power,(NULL),D,bB9fv1620742442316.jpg,,,1,67574,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the unit of Energy?,Joules,Watts,Newtons,Kilograms,(NULL),A,wry731620742637479.jpg,,,1,67578,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What force is caused by gravity acting on your mass?,Friction,Weight,Normal force,Upthrust,(NULL),B,nWTr01620742738355.jpg,,,1,67582,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which force is necessary to allow you to walk?,Thrust,Air Resistance,Friction,Lift,(NULL),C,uLldq1620742844795.jpg,,,1,67586,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What can forces do?,Twist,Push,Pull,All of them,(NULL),D,bDX2w1620743733492.jpg,,,1,67594,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not a force?,Friction,Upthrust,Electricity,Air Resistance,(NULL),C,dShcJ1620743943808.jpg,,,1,67598,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which force can act on an object without touching it?,Magnetism,Friction,Air Resistance/ Drag Force,Tension,(NULL),A,jA9Og1620743014576.jpg,,,1,67602,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following will turn a paperclip into a temporary magnet?,A,B,C,D,(NULL),A,SMajI1620744340791.jpg,,,1,67606,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of following does not use a magnet?,Doorbell,Compass,Lamp,Fridge door,(NULL),C,BvOcg1620745006866.jpg,,,1,67614,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Electromagnets are temporary magnets. Why are they useful?,A,B,C,D,(NULL),D,WSMVh1620744543401.jpg,,,1,67618,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"When the North and South of two separate magnets are together, what will they do?",Attract each other,Repel each other,Subtract each other,Duplicate each other,(NULL),A,h2biK1620745287426.jpg,,,1,67626,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What are the ends of a magnet called?,Sides,Terminals,Poles,Head and Tail,(NULL),C,5vSDU1620745429485.jpg,,,1,67630,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which object will reflect the most light?,Rough dark material,Smooth dark material,Rough light material,Smooth light material,(NULL),D,EiVo61620745524038.jpg,,,1,67634,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,How does a periscope change the direction light travels in?,A,B,C,D,(NULL),C,kcZ1c1620745944037.jpg,,,1,67638,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What colour is reflected by a daffodil flower?,Red,Yellow,Green,Blue,(NULL),B,xn8jY1620746072648.jpg,,,1,67652,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What time of day are shadows the shortest?,Midnight,6am,6pm,Midday,(NULL),D,qvj6o1620746195592.jpg,,,1,67658,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What makes a shadow?,A,B,C,D,(NULL),B,WUMQp1620746489676.jpg,,,1,67662,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,As planets circle the Sun they follow an ?,Circuit,Circle,Path,Orbit,(NULL),D,Sexlj1620746698046.jpg,,,1,67666,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What are Saturn's rings made of?,Ice particles,Many tiny moons,Shards of glass,Solid ring of ice,(NULL),A,NY8pJ1620746794278.jpg,,,1,67670,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which dwarf planet was formerly a planet?,Pluto,Eris,Ceres,Haumea,(NULL),A,MJmKc1620746924278.jpg,,,1,67674,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"Other than Earth, which planet is most likely to have had life on it at some point?",Mercury,Venus,Mars,Jupiter,(NULL),C,Vgv8f1620747038873.jpg,,,1,67678,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which planet has rings visible from Earth?,Neptune,Mars,Mercury,Saturn,(NULL),D,MCse21620747119433.jpg,,,1,67682,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which will you detect first - thunder or lightning?,Lightning,Thunder,Both at the same time,Humans can't detect either,(NULL),A,HEnR71620747250605.jpg,,,1,67690,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"Animals can hear different frequencies of sound, what is the name given to the sound that dolphins hear?",Animal sound,Infrasound,Ultrasound,Water sound,(NULL),C,rGdsV1620747389681.jpg,,,1,67694,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following does sound travel through the fastest?,Jelly,Oil,Helium gas,Wood,(NULL),D,qg8Hm1620747471785.jpg,,,1,67698,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Why can't sound travel through space?,A,B,C,D,(NULL),C,zrz2s1620747764408.jpg,,,1,67702,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the speed of sound?,343 m/s,"300,000,000 m/s","343,000 m/s",3000 m/s,(NULL),A,z6KPr1620747874119.jpg,,,1,67706,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What does a prism do to white light?,A,B,C,D,(NULL),B,TkwEz1620748258045.jpg,,,1,67714,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is white light made of?,All the colours,"Red, Yellow and Blue","Red, Green and Blue","Magenta, Cyan and Yellow",(NULL),A,ybCeW1620748456314.jpg,,,1,67718,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which object is luminous?,Mirror,Moon,Sun,Bike reflectors,(NULL),C,2gM7w1620748538479.jpg,,,1,67722,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the term for light passing through an object?,Reflect,Transmit,Opaque,Transparent,(NULL),B,H71651620748655549.jpg,,,1,67726,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,How does light travel?,In straight lines,In curves,Up and Down,Side to side,(NULL),A,qhyWf1620748960346.jpg,,,1,67730,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,An irreversible reaction is one where.....?,A substance reappears,The reaction doesn't work,The reactants can never be changed back,The reactants melt,(NULL),C,37Dou1620749052662.jpg,,,1,67734,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What piece of equipment do you need to investigate the amount of salt that can dissolve in water?,Mass balance,Measuring cylinder,pH meter,Ammeter,(NULL),A,AU5qr1620749432887.jpg,,,1,67746,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,When a solid dissolves in a liquid it makes a ....?,Solution,Solvent,Solute,Soluble,(NULL),A,Wfwij1620749726052.jpg,,,1,67750,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,If a substance flows slowly it is very ....?,Thin,Flexible,Viscous,Runny,(NULL),C,aDU011620749827292.jpg,,,1,67754,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is an element?,Paper,Brick,Wood,Copper,(NULL),D,5czlc1620750119189.jpg,,,1,67758,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What technique is the simplest to separate sand from water?,Filtering,Boiling,Distilling,Funneling,(NULL),A,dPrgt1620750312679.jpg,,,1,67762,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not a solution?,Sea Water,Mercury,Cup of coffee,Orange Juice,(NULL),B,PPT621620750627245.jpg,,,1,67766,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the melting point the same as?,The liquid point,The boiling point,The condensing point,The freezing point,(NULL),D,7HVnW1620750773124.jpg,,,1,67770,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,When a gas condenses into a liquid what happens to the particles?,A,B,C,D,(NULL),D,xXiSb1620751040190.jpg,,,1,67774,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following is not a feature of sedimentary rock?,Rough texture,Large crystals,Layers or strata visible,Small crystals,(NULL),B,UKW2d1620751148889.jpg,,,1,67778,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What happens to the particles in a material when the sun shines on it?,Vibrate more,Burn,Sweat,All of the above,(NULL),A,Jq2zt1620751242518.jpg,,,1,67782,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"When a cup of tea is left on a table, it gradually releases energy to the surroundings. Eventually it will ....?",A,B,C,D,(NULL),B,zVrOs1620751523226.jpg,,,1,67786,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What do you come up with at the start of an investigation?,Precipitation,Prediction,Conclusion,Analysis,(NULL),B,PzO571620751630404.jpg,,,1,67790,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What does a fair test mean?,A,B,C,D,(NULL),B,vPif41620751880100.jpg,,,1,67794,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the name for the things that you can change in an investigation?,Variables,Chemicals,Volumes,Measurements,(NULL),A,4bQqa1620752024168.jpg,,,1,67798,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Ice cream melting on a hot day is a ...?,Chemical reaction,Irreversible reaction,Reversible Reaction,Environmental reaction,(NULL),C,m0M771620752116337.jpg,,,1,67802,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Putting a bath bomb in water produces what type of reaction?,Liquid,Reversible,Physical,Irreversible,(NULL),D,GzqZ01620752216288.jpg,,,1,67814,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,When a particle vibrates it can bump into the particle next to it and transfer the energy all the way to your ears. What is this transfer of energy called?,Sound wave,Light wave,Heat wave,Tidal wave,(NULL),A,BOmlE1620756221810.jpg,,,1,67818,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Different colours of light transfer different amounts of energy. Which colour of light transfers the least energy?,Green,Yellow,Red,Blue,(NULL),C,6u1zf1620756380065.jpg,,,1,67836,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Black cats feel hot because the colour black __________ energy the most,Reflects,Absorbs,Transmits,Refracts,(NULL),B,A8HM51620756299977.jpg,,,1,67838,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Cellulose is the material produced when trees grow. What is the name given to materials made without people?,Synthetic,Manufactured,Green,Natural,(NULL),D,qmBYY1620756715457.jpg,,,1,67848,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"If a glass jar is placed in the fridge, what happens to its particles?",Move apart,Vibrate less,Move closer together,Vibrate more,(NULL),B,vHv521620756789828.jpg,,,1,67852,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,The energy within a solid needs to ______ for the object to become a liquid.,Increase,Decrease,Spread out,Dissipate,(NULL),A,zxcPZ1620756632319.jpg,,,1,67856,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,The materials formed during a chemical reaction are called the ...?,Products,Reactants,Results,Substances,(NULL),A,zmI6B1620756951539.jpg,,,1,67860,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,The materials that combine together in a chemical reaction are called the ...?,Products,Reactants,Ingredients,Recipe,(NULL),B,Zbh401620757051472.jpg,,,1,67864,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which statement accurately describes a reversible reaction?,A,B,C,D,,A,ufA581620757417020.jpg,,,1,67872,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which is an example of a reversible reaction?,Baking a cake,Wood burning,Salt dissolved in water,Magnesium dissolved in Sulphuric Acid,(NULL),C,9z9fu1620757522037.jpg,,,1,67878,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,If a material floats on water it is less _____ than water.,Viscous,Heavy,Solid,Dense,(NULL),D,y8gSs1620757616972.jpg,,,1,67886,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which property is not useful to a frying pan?,A,B,C,D,(NULL),D,pUL321620757846874.jpg,,,1,67890,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these would be good for electrical wiring?,Wood,Plastic,Copper,Glass,(NULL),C,qrHC91620757952082.jpg,,,1,67894,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not a scientific property for a material?,Waterproof,Elastic,Electrical Conductor,Pretty,(NULL),D,jlRgX1620758046169.jpg,,,1,67898,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Why doesn't a filter separate a solution?,A,B,C,D,(NULL),A,gcfvs1620758292685.jpg,,,1,67902,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not a mixture?,Orange Juice,Carbon Dioxide,Tap water,Air,(NULL),B,Glmwu1620758540390.jpg,,,1,67906,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which mixture can be easily separated?,Water and Milk,Sand and salt,Sand and iron filings,Gases in the air,(NULL),C,WerRk1620758707508.jpg,,,1,67910,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following is a mixture?,All of them,Hot Chocolate,Cake mix,Orange Juice,(NULL),A,jJ9fV1620759235638.jpg,,,1,67918,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which type of rock is most likely to contain fossils?,Igneous,Sedimentary,Metamorphic,All of them,(NULL),B,Rt6Jd1620759365698.jpg,,,1,67922,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What physical conditions enable small crystals to form rapidly?,A,B,C,D,(NULL),C,3T6jD1620759528929.jpg,,,1,67926,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which type of rock is formed under immense heat and pressure?,All of them,Igneous,Sedimentary,Metamorphic,(NULL),D,nf1mG1620759626009.jpg,,,1,67930,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is not an element?,Platinum,Bronze,Gold,Silver,(NULL),B,VnhLr1620759699469.jpg,,,1,67934,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Sound waves travel the fastest through a solid because the particles are ___ ___. Fill in the blanks.,Far apart,Close together,More energetic,Fast moving,,B,4eG6q1620760103205.jpg,,,1,67942,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What is the term for a solid turning into a liquid?,Evaporating,Freezing,Melting,Condensing,,C,s7jmp1620760173041.jpg,,,1,67946,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,What can you do to the particles of a gas that you cannot do to a solid or liquid?,Cool them,Pour them,Heat them,Compress them,(NULL),D,iGsFm1620760205725.jpg,,,1,67950,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following is true when water particles evaporate from your skin?,A,B,C,D,(NULL),A,IcA1l1620760610029.jpg,,,1,67954,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of the following is a liquid at room temperature?,Carbon,Oxygen,Iron,Mercury,(NULL),D,SLO2H1620760749970.jpg,,,1,67962,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,"The melting point of Bromine is -7.2°C and the boiling point is 58°C. What state is it at room temperature, 20°C (68°F)?",Solid,Liquid,Gas,Plasma,(NULL),B,EOhZK1620760693149.jpg,,,1,67966,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is in the future tense?,I will play cards,I would like to play cards,I am playing cards,I play cards,(NULL),A,XuNOI1620761227218.jpg,,,1,67970,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is in the future tense?,I will study,I study,I am studying,I enjoy studying,(NULL),A,aTW4g1620761285966.jpg,,,1,67974,0,,1,1
BACK TO SCHOOL,NONE,JUNIOR,30,United Kingdom,Which of these is in the future tense?,I am visiting Granny,I will visit Granny,I go to visit Granny,I visit Granny,(NULL),B,64TTt1620761381460.jpg,,,1,67978,0,,1,1
