CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,Which band released the album 'Strange brew '?,Led Zeppelin,The Who,The Yardbirds,Cream,(NULL),D,,,,0,1111,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Who won the US Open men's tennis championshop in 1990 at the age of 19?,Andre Agassi,Goran Ivanisevic,Pete Sampras,Tim Henman,(NULL),C,,,,0,1117,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,From which country did the Poinsettia plant originate?,Spain,Mexico,Brazil,The United States,(NULL),B,,,,0,1123,0,(NULL),1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",40,United Kingdom,Who directed the first two Harry Potter movies?,Mike Newell,David Yates,Chris Columbus,Alfonso Cuaron,(NULL),C,,,,0,1132,0,(NULL),1,0
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,"Who sang guest vocals on Carly Simon's 1972 single, 'You're So Vain'?",James Taylor,Mick Jagger,Rod Stewart,Robert Plant,,B,storage/questions/images/VvTEK1626109237943.jpg,,,1,1160,0,,1,1
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,What type of animal is Bullseye in the 'Toy Story' films?,Pig,Horse,Sheep,Dog,(NULL),B,,,,0,1230,0,(NULL),1,0
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,What colour is a giraffe's tongue?,Yellow,Blue,Red,Brown,(NULL),B,storage/questions/images/Giraffe.jpg,,,1,1233,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,Name this band who asked if we'd ever seen the rain in 1971?,Creedence Clearwater Revival,The Golliwogs,The Doors,The Hollies,,A,storage/questions/images/OcOq51626108916032.jpg,,,1,1257,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,All but which of the following were hits from this American disco group?,Rasputin,In the Navy,Y.M.C.A.,Go West,"Rasputin was a song by Boney M, not Village People!",A,storage/questions/images/M912K1626108680301.jpg,,,1,1274,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,March 21st to April 20th are the birth dates for which star sign?,Aries,Pisces,Taurus,Gemini,(NULL),A,,,,0,1295,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Where is the city of Brotherly Love?,Philadelphia,San Fransisco,Los Angeles,Memphis,(NULL),A,,,,0,1301,0,(NULL),1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Which film won the oscar for &quot;Best Visual Effects&quot; back in 1984?,Back to the Future,Indiana Jones (Temple Of Doom),Blade Runner,Ghostbusters,(NULL),B,storage/questions/images/33pmN1607612791990.jpg,,,1,1307,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,In the US what job has an average IQ of 104?,Surgeon,Policeman,Janitor,Dentist,(NULL),B,,,,0,1310,0,(NULL),1,0
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,Who wrote the music to West Side Story?,Andrew Lloyd Webber,Leonard Bernstein,Bock &amp; Harnick,Rodgers &amp; Hammerstein,(NULL),B,storage/questions/images/Wtjfi1626108256344.jpg,,,1,1313,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,"Prior to his music career, Sting held all but which of the following professional roles?",Tax officer,Teacher,Sous-chef,Bus conductor,"After working as a bus conductor, building labourer and tax officer, Sting attended the Northern Counties College of Education from 1971 to 1974 and qualified as a teacher!",C,storage/questions/images/xm3bi1626108001470.jpg,,,1,1352,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,United Kingdom,&quot;Radio Gaga&quot; was a 1984 hit for which band?,The Who,Dire Straits,Queen,The Police,(NULL),C,,,,0,1364,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,What is the fear of heredity known as?,Herediphobia,Famiphobia,Patroiophobia,Genophobia,(NULL),C,,,,0,1376,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,in which country was the 1988 Olympics held?,North Korea,Japan,China,South Korea,(NULL),D,,,,0,1410,0,(NULL),1,0
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,All but which of the following were hits from The Communards?,Dont Leave Me This Way,So Cold the Night,Never Can Say Goodbye,You Make Me Feel (Mighty Real),You Make Me Feel (Mighty Real) was by released by Jimmy Somerville as a solo hit!,D,storage/questions/images/5oJtI1626107807479.jpg,,,1,1416,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,What was this Cuban-American singer's first solo song?,Rhythm Is Gonna Get You,Anything for You,Don't Wanna Lose You,2003-01-02,'Don't Wanna Lose You' was released as the first single on Gloria Estefan's first solo album 'Cuts Both Ways'.,C,storage/questions/images/KaCQD1626107420662.jpg,,,1,1417,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,"Which 80s group, pictured here, were 'dancing with tears in their eyes' in 1984?",Level 42,Dexys Midnight Runners,Johnny Hates Jazz,Ultravox,,D,storage/questions/images/CQPiq1626107059437.jpg,,,1,1423,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,Which of these inventions came first?,The vacuum cleaner,The telephone,The typewriter,The radio,(NULL),C,storage/questions/images/VLjJ81590351963466.jpg,,,1,1490,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",20,United Kingdom,Which country's flag is this ?,North Korea,Japan,South Korea,Taiwan,,C,storage/questions/images/U3ciG1629991379610.jpg,,,4,1599,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",20,United Kingdom,Which nation's flag is this?,Cuba,Brazil,Bolivia,Chile,(NULL),A,storage/questions/images/l95Ga1590238269985.jpg,,,4,1601,0,,1,1
PUB QUIZ,NONE,ADULT,30,United Kingdom,"According to classical sources, the Trojan War began after the abduction (or elopement) of which Queen?",Joan,Helen,Mary,Victoria,(NULL),B,storage/questions/images/tbaSA1585575906068.jpg,,,1,1638,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,The symbol above depicts which sign of the zodiac?,Saggitarius,Gemini,Libra,Aquarius,(NULL),A,storage/questions/images/7Zwtf1590250277476.jpg,,,1,1727,0,,1,1
PUB QUIZ,NONE,ADULT,30,United Kingdom,In which Olympic athletics event are competitors either 'Spinners Or Shifters''?,Javelin,High Jump,Pole Vault,Shot Putt,(NULL),D,,,,0,1754,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Which alcoholic drink is commonly referred to as  'mother's ruin'?,Vodka,Gin,Brandy,Tequila,(NULL),B,,,,0,1782,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Who won golf's 2019 US Masters?,Patrick Reed,Tiger Woods,Ricky Fowler,Phil Mickelson,(NULL),B,,,,0,1808,0,(NULL),1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,'What's the bloody point?' are the final words of whose diaries?,Kenneth Williams,Leonard Rossiter,Sid James,Eric Sykes,(NULL),A,,,,0,1811,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,"In cricket, which county does Jimmy Anderson play for?",Lancashire,Warwickshire,Derbyshire,Leicestershire,(NULL),A,,,,0,1812,0,(NULL),1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Who pulled a watch out of his waistcoat to discover he was late?,The White Rabbit,The Mad Hatter,The King of Hearts,The Cheshire Cat,(NULL),A,,,,0,1813,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Which gymnastics discpline made its first appearance at the 2000 Sydney Olympics?,Rings,Pole Vault,Trampoline,Parallel bars,(NULL),C,,,,0,1834,0,(NULL),1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Constance Markievicz became the world's first what in 1918?,Female pilot,Female MP,Female surgeon,Female general,(NULL),B,,,,0,1837,0,(NULL),1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,"JK Rowling wrote seven Harry Potter books, but, how many movies were released?",7,8,9,6,(NULL),B,,,,0,1847,0,(NULL),1,0
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,How many survivors were there when the Titanic sank?,"1,210",3030,272,706,(NULL),D,storage/questions/images/M1v3e1585576302099.jpg,,,1,1898,0,,1,1
QUICK THINKING,NONE,"TEEN,ADULT",25,United Kingdom,How many dots are there in total on 3 standard dice?,62,64,63,65,The correct answer has to be divisible by 3 and 63 is the only number divisible by 3!,C,storage/questions/images/L4e1T1590324296471.jpg,,,1,1906,0,,1,1
BACK TO SCHOOL,NONE,"JUNIOR,TEEN",20,United Kingdom,What is this side of a triangle known as in trigonometry?,The opposite,The angle,The adjacent,The hypotenuse,,D,storage/questions/images/6JyUo1590241065285.jpg,,,1,1935,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,"Despite not containing any ham, from which country did this popular food derive its name?",United States,United Kingdom,France,Germany,(NULL),D,storage/questions/images/E2BfW1629906948185.jpg,,,1,1944,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,This vehicle front grille is associated with which strapline?,Freude am Fahren,Vorsprung Durch Technik,Das Beste oder nichts,Das Auto,(NULL),B,storage/questions/images/9E5bA1590245833953.jpg,,,1,1962,0,,1,1
QUICK THINKING,NONE,"TEEN,ADULT",30,United Kingdom,What is the total value of all three items?,?14,?15,?16,?17,"If 3 apples = 12, we know one is worth 4. From there we can work out a cupcake is 8, and a hot chocolate is 3, and with one of each we have 4 + 8 + 3, i.e. 15!",B,storage/questions/images/9zrMy1622980099943.jpg,,,1,1980,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,How many species of rhinoceros are there?,Two,Three,Four,Five,(NULL),D,storage/questions/images/YksFD1585819004712.jpg,,,1,1986,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,Which of these is not one of Santa's reindeer?,Bonnet,Comet,Cupid,Vixen,(NULL),A,storage/questions/images/fOP8Y1590104706766.jpg,,,1,1989,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,"The peregrine falcon is the fastest creature in the animal kingdom, it has a diving speed of up to how many kilometres per hour?",133,389,221,572,(NULL),B,storage/questions/images/sVV0O1588873316601.jpg,,,1,1992,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,What letter is located between letters &quot;X&quot; and &quot;V&quot; on a standard QWERTY keyboard?,Q,L,Z,C,(NULL),D,storage/questions/images/3MySo1585583330916.jpg,,,1,2006,0,,1,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",20,United Kingdom,How fast did this car need to go before it became a time machine?,88 miles per hour,78 miles per hour,98 miles per hour,108 miles per hour,(NULL),A,storage/questions/images/gLcLx1590611997115.jpg,,,1,2009,0,,1,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,United Kingdom,In what year was the actor Daniel Radcliffe born?,1989,1987,1985,1991,(NULL),A,storage/questions/images/TYawJ1622979511113.jpg,,,1,2018,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,What is the name of this tropical fruit?,Rambutan,Lychee,Passion Fruit,Pomegranate,(NULL),A,storage/questions/images/qOx5s1590246632652.jpg,,,1,2022,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,"The Space Shuttle first launched back in 1982, in what year was its final lift off?",2014,2017,2011,2001,(NULL),C,,storage/questions/videos/QltBR1630077091496.m4v,,3,2028,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN",30,United Kingdom,Who is closest in line to the throne?,Prince Andrew,Princess Anne,Prince Edward,Prince Louis,(NULL),D,storage/questions/images/Royal_Family.jpg,,,1,2039,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,Which jukebox musical depicts the life of Tina Turner?,Anna Mae,Simply The Best,Tina &amp; Ike,Tina: The Tina Turner Musical,,D,storage/questions/images/k9hU11626106555125.jpg,,,1,2042,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,"Photographed here in 1966, who was not a member of the Beach Boys?",Carl Wilson,Brian Wilson,Mike Johnston,Mike Love,(NULL),C,storage/questions/images/2tBLC1626106190376.jpg,,,1,2046,0,,1,1
SOUND AND MUSIC,NONE,TEEN,30,United Kingdom,"Saul Hudson, lead guitarist of Guns N' Roses, is the real name of which guitarist?",Slash,Zakk Wylde,The Edge,Buckethead,(NULL),A,storage/questions/images/o9mZy1626105857780.jpg,,,1,2050,0,,1,1
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,What kind of dog was &quot;Rin-Tin-Tin&quot; ?,Doberman,Labrador,German shepherd,Mongrel,(NULL),C,,,,0,2066,0,,1,0
PUB QUIZ,NONE,"TEEN,ADULT",30,United Kingdom,What model is this iconic American car?,Mustang,Firebird,Camaro,Challenger,(NULL),A,storage/questions/images/LtDG91588874181506.jpg,,,1,2071,0,,1,1
PUB QUIZ,NONE,ADULT,30,United Kingdom,"Who said &quot;I'm on a whiskey diet, I've lost 3 days already&quot;",John Cleese,Tommy Cooper,Peter Kay,Tony Hancock,(NULL),B,,,,0,2079,0,,1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,How many years of marriage would you celebrate on your silver anniversary?,25 years,10 years,30 years,50 years,(NULL),A,,storage/questions/videos/BLALg1619125114821.m4v,,3,2081,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,Which 1968 Beatles song's inspiration was Paul McCartney's Old English Sheepdog?,All You Need Is Love,Lucy in the Sky With Diamonds,Martha My Dear,Penny Lane,,C,storage/questions/images/3NAoA1626105527437.jpg,,,1,2089,0,,1,1
PUB QUIZ,NONE,ADULT,30,United Kingdom,"In boxing who suffered defeat against Tim Witherspoon, Mike Tyson &amp; Lennox Lewis?",Frank Bruno,Evander Holyfield,Michael Spinks,Vitali Klitschko,(NULL),A,,,,0,2102,0,,1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,A silver fern is the emblem of which national rugby union team?,New Zealand,Ireland,Australia,France,(NULL),A,,,,0,2105,0,,1,0
SOUND AND MUSIC,NONE,ADULT,30,United Kingdom,"Photographed here with Smokey Robinson (R), Berry Gordy Jr. (L) started which record company in 1959?",Motown,Motorcity Records,Soul City Records,A&amp;M Records,(NULL),A,storage/questions/images/UuhHh1626105343515.jpg,,,1,2115,0,,1,1
PUB QUIZ,NONE,ADULT,30,United Kingdom,Which great American inventor died in October 1931?,Wilbur Wright,Thomas Edison,Henry Ford,Albert Einstein,(NULL),B,,,,0,2118,0,,1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Which Olympics did the US boycott?,1976,1980,1988,1984,(NULL),B,,,,0,2124,0,,1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Which two teams automatically qualified for the French 1998 World Cup?,France and England,Brazil and Germany,France and Brazil,France and Argentina,(NULL),C,,,,0,2135,0,,1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Which snooker player ended Stephen Hendry's five-year unbeaten run at The Crucible?,Jimmy White,Steve Davis,Ken Doherty,Ronnie O'Sullivan,(NULL),C,,,,0,2137,0,,1,0
PUB QUIZ,NONE,ADULT,30,United Kingdom,Who is the Greek equivalent of the Roman god Mars?,Poseidon,Apollo,Zeus,Ares,(NULL),D,,,,0,2138,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Famke Janssen played alongside Pierce Brosnan in which bond movie?,GoldenEye,Tomorrow Never Dies,The World Is Not Enough,Die Another Day,(NULL),A,storage/questions/images/gTaX71622979171879.jpg,,,1,2288,0,,1,1
BACK TO SCHOOL,NONE,"TEEN,ADULT",25,United Kingdom,Who designed this statue?,Gustave Eiffel,Frederic Auguste Bartholdi,Edouard Rene de Laboulaye,Francois Coignet,(NULL),B,storage/questions/images/5ZeZ61590249704693.jpg,,,1,2329,0,,1,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,United Kingdom,What district was Katniss Everdeen from in The Hunger Games series?,1,13,12,4,(NULL),C,storage/questions/images/FB1,,,1,4522,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,United Kingdom,In which 'Home Alone' movie was Kevin lost in New York?,3,4,2,1,(NULL),C,storage/questions/images/FB2,,,1,4530,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,20,United Kingdom,How many seasons of the Netflix show '13 Reasons Why' are there?,4,5,2,3,(NULL),A,storage/questions/images/FB3,,,1,4538,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,United Kingdom,How many 'Bring it On' movies are there?,6,4,3,2,(NULL),A,storage/questions/images/FB4,,,1,4542,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",30,United Kingdom,How many 'Harry Potter' books were there?,7,8,6,9,(NULL),A,storage/questions/images/FB5,,,1,4550,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,30,United Kingdom,How many seasons of Glee are there?,7,6,8,5,(NULL),B,storage/questions/images/FB6,,,1,4558,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,How many seasons of the tv show Seinfeld are there?,9,8,10,7,(NULL),A,storage/questions/images/FB8,,,1,4562,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,United Kingdom,How many seasons are there of TV hit 'Friends'?,15,5,10,12,(NULL),C,storage/questions/images/FB12,,,1,4582,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,20,United Kingdom,"In the movie, how old do you have to be to enter 'The Hunger Games'?",15,11,10,12,(NULL),D,storage/questions/images/FB13,,,1,4594,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,"How many languages, approximately, has Harry Potter been translated into?",80,180,200,60,(NULL),A,storage/questions/images/FB15,,,1,4602,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Which dystopian novel by Margaret Atwood was made into a TV series starring Elisabeth Moss?,1984,The Handmaid's Tale,Lady Oracle,Oryx and Crake,(NULL),B,storage/questions/images/FB17,,,1,4610,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,What year did the television sitcom 'The Golden Girls' air?,1985,1987,1997,1980,(NULL),A,storage/questions/images/FB19,,,1,4613,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,20,United Kingdom,In what year was 'I'm a Celebrity Get Me Out of Here!' first aired?,2002,1999,2007,2010,(NULL),A,storage/questions/images/FB22,,,1,4618,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,United Kingdom,In what year was 'The X Factor' first aired?,2008,2004,1995,2000,(NULL),B,storage/questions/images/FB24,,,1,4619,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,United Kingdom,In Star Wars The Empire Strikes Back what is Darth Vader's famous line to Luke?,"&quot;No Luke, I am your father&quot;","&quot;No, Obi-Wan killed your father&quot;","&quot;No, I am your father&quot;","&quot;No Luke, Obi-Wan killed your father&quot;",(NULL),C,storage/questions/images/FB25,,,1,4622,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,What magical item does Aladdin use to fly on?,A carpet,A lamp,A chair,A broom,(NULL),A,storage/questions/images/FB29,,,1,4650,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,In the TV show 'Paw Patrol' what kind of animal is Marshall?,A cat,A rat,A bird,A dog,(NULL),D,storage/questions/images/FB30,,,1,4654,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,What is Charles Dickens longest book?,A Christmas Carol,David Copperfield,Bleak House,Oliver Twist,(NULL),C,storage/questions/images/FB31,,,1,4655,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,United Kingdom,In the book Skellig what does Michael find in his garage?,A man surrounded by insects,An old book that transports him to another world,A talking owl,The skeletal remains of a knight,(NULL),A,storage/questions/images/FB32,,,1,4659,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,In 'The Lion King' what kind of animal is Pumbaa?,A Warthog,A Hyena,A Meerkat,A Lion,(NULL),A,storage/questions/images/FB35,,,1,4671,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,60,United Kingdom,Homer's Iliad ends with the funeral of which character?,Achilles,Paris,Priam,Hector,(NULL),D,storage/questions/images/FB36,,,1,4675,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,Mordecai and Rigby are the main characters of which TV show?,Adventure Time,Foster's Home for Imaginary Friends,The Amazing world of Gumball,The Regular show,(NULL),D,storage/questions/images/FB37,,,1,4679,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Who wrote &quot;The Haunting of Hill House&quot;?,Agatha Christie,Shirley Jackson,Mary Shelley,Virginia Woolf,(NULL),B,storage/questions/images/FB38,,,1,4683,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Which of these French philosophers died by suicide?,Albert Camus,Guy Debord,Jean-Paul Sartre,Michel Foucault,(NULL),B,storage/questions/images/FB39,,,1,4684,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Who wrote &quot;The Count of Monte Cristo&quot;?,Alexandre Dumas,Jules Verne,F. Scott Fitzgerald,Ernest Hemingway,(NULL),A,storage/questions/images/FB41,,,1,4693,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,60,United Kingdom,Cultural Hegemony is a Marxist concept theorised by which Italian Communist?,Antonio Gramsci,Amadeo Bordiga,Ruggero Grieco,Palmiro Togliatti,(NULL),A,storage/questions/images/FB44,,,1,4702,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Which Philosopher wrote the Summa Theologica?,Aquinas,Irenaeus,Augustine,Anselm,(NULL),A,storage/questions/images/FB45,,,1,4706,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Which Greek Philosopher wrote 'The Republic'?,Aristotle,Thales,Plato,Socrates,(NULL),C,storage/questions/images/FB46,,,1,4710,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,30,United Kingdom,In the Twilight movies which character is the last to die on-screen?,Aro,Carlisle,Jane,Jasper,(NULL),A,storage/questions/images/FB47,,,1,4714,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,United Kingdom,Which movie holds the record for the highest grossing movie of all time once figures have been adjusted for inflation?,Avengers: Endgame,Avatar,Gone With The Wind,Titanic,(NULL),C,storage/questions/images/FB49,,,1,4722,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,United Kingdom,Which live-action Batman movie came first?,Batman The Movie,Batman Begins,Batman,Batman Forever,(NULL),A,storage/questions/images/FB55,,,1,4762,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,United Kingdom,Who wrote the Harry Potter book series?,Beatrix Potter,J.K Rowling,Michael Morpurgo,David Walliams,(NULL),B,storage/questions/images/FB56,,,1,4770,0,,1,0
