CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),This vehicle front grille is associated with which strapline?,Freude am Fahren,Vorsprung Durch Technik,Das Beste oder nichts,Das Auto,(NULL),B,storage/questions/images/9E5bA1590245833953.jpg,,,1,1962,0,,1,1
QUICK THINKING,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What is the total value of all three items?,?14,?15,?16,?17,"If 3 apples = 12, we know one is worth 4. From there we can work out a cupcake is 8, and a hot chocolate is 3, and with one of each we have 4 + 8 + 3, i.e. 15!",B,storage/questions/images/9zrMy1622980099943.jpg,,,1,1980,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),How many species of rhinoceros are there?,Two,Three,Four,Five,(NULL),D,storage/questions/images/YksFD1585819004712.jpg,,,1,1986,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),Which of these is not one of Santa's reindeer?,Bonnet,Comet,Cupid,Vixen,(NULL),A,storage/questions/images/fOP8Y1590104706766.jpg,,,1,1989,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),"The peregrine falcon is the fastest creature in the animal kingdom, it has a diving speed of up to how many kilometres per hour?",133,389,221,572,(NULL),B,storage/questions/images/sVV0O1588873316601.jpg,,,1,1992,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What letter is located between letters "X" and "V" on a standard QWERTY keyboard?,Q,L,Z,C,(NULL),D,storage/questions/images/3MySo1585583330916.jpg,,,1,2006,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What is the name of this tropical fruit?,Rambutan,Lychee,Passion Fruit,Pomegranate,(NULL),A,storage/questions/images/qOx5s1590246632652.jpg,,,1,2022,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"The Space Shuttle first launched back in 1982, in what year was its final lift off?",2014,2017,2011,2001,(NULL),C,,storage/questions/videos/QltBR1630077091496.m4v,,3,2028,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which jukebox musical depicts the life of Tina Turner?,Anna Mae,Simply The Best,Tina & Ike,Tina: The Tina Turner Musical,,D,storage/questions/images/k9hU11626106555125.jpg,,,1,2042,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Photographed here in 1966, who was not a member of the Beach Boys?",Carl Wilson,Brian Wilson,Mike Johnston,Mike Love,(NULL),C,storage/questions/images/2tBLC1626106190376.jpg,,,1,2046,0,,1,1
SOUND AND MUSIC,NONE,TEEN,30,English (Other - Non UK / US),"Saul Hudson, lead guitarist of Guns N' Roses, is the real name of which guitarist?",Slash,Zakk Wylde,The Edge,Buckethead,(NULL),A,storage/questions/images/o9mZy1626105857780.jpg,,,1,2050,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What model is this iconic American car?,Mustang,Firebird,Camaro,Challenger,(NULL),A,storage/questions/images/LtDG91588874181506.jpg,,,1,2071,0,,1,1
PUB QUIZ,NONE,ADULT,30,English (Other - Non UK / US),How many years of marriage would you celebrate on your silver anniversary?,25 years,10 years,30 years,50 years,(NULL),A,,storage/questions/videos/BLALg1619125114821.m4v,,3,2081,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which 1968 Beatles song's inspiration was Paul McCartney's Old English Sheepdog?,All You Need Is Love,Lucy in the Sky With Diamonds,Martha My Dear,Penny Lane,,C,storage/questions/images/3NAoA1626105527437.jpg,,,1,2089,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Photographed here with Smokey Robinson (R), Berry Gordy Jr. (L) started which record company in 1959?",Motown,Motorcity Records,Soul City Records,A&M Records,(NULL),A,storage/questions/images/UuhHh1626105343515.jpg,,,1,2115,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Bill Medley's hit song '(I've Had) The Time of My Life' was a duet with which singer, photographed here with Joe Cocker?",Jennifer Grey,Jane Brucker,Jane Olivor,Jennifer Warnes,(NULL),D,storage/questions/images/ZjMAD1626104930222.jpg,,,1,6392,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Children's film 'Gnomeo & Juliet' features a number of songs by which artist?,Stevie Wonder,Ed Sheeran,Lionel Richie,Elton John,,D,storage/questions/images/IBVJR1626104592934.jpg,,,1,6396,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Britney Spears and Justin Timberlake famously arrived at the 2001 American Music Awards wearing outfits made of which material?,PVC,Leather,Denim,Rubber,(NULL),C,storage/questions/images/Qdh7q1626104102764.jpg,,,1,6419,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Which hit was Adele's debut single, in 2007?",Chasing Pavements,Somebody Like You,Make You Feel My Love,Hometown Glory,,D,storage/questions/images/Li7JI1626102399554.jpg,,,1,6428,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What is the title of Justin Bieber's re-released debut album from 2010?,Purpose,My World 2.0,Believe,Baby,"The answer is in the question. Bieber's debut album, My World, hit stores in 2009, but in 2010, Bieber released My World 2.0, offering 10 additional songs!",B,storage/questions/images/J6IXT1626102209807.jpg,,,1,6440,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"Name the American composer pictured, who has written soundtracks for 'Home Alone', 'Jurassic Park', and 'Jaws'?",John Williams,Leonard Bernstein,Hans Zimmer,Alan Silvestri,,A,storage/questions/images/KxbUq1626102121519.jpg,,,1,6452,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"Which member of the Spice Girls did NOT return for the Spice World Tour, in 2019?",Victoria Beckham,Mel B,Mel C,Emma Bunton,(NULL),A,storage/questions/images/7pRUK1626101759150.jpg,,,1,6465,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which David Byrne-fronted rock band sang the 1978 pop hit 'Take Me To The River'?,Joy Division,Talking Heads,Roxy Music,The Who,,B,storage/questions/images/ISAjl1626101533212.jpg,,,1,6473,0,,1,1
SOUND AND MUSIC,NONE,"JUNIOR,TEEN",30,English (Other - Non UK / US),"Who is the lead singer of Coldplay, pictured here?",Chris Martin,Jonny Buckland,Phil Harvey,Jason Mraz,,A,storage/questions/images/ySJug1626101207574.jpg,,,1,6495,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",20,English (Other - Non UK / US),'Black Widow' is a song by Iggy Azalea and which other artist?,Rita Ora,Cardi B,Drake,Sia,(NULL),A,storage/questions/images/luj5T1626472363762.jpg,,,1,6527,0,,1,1
SOUND AND MUSIC,NONE,JUNIOR,20,English (Other - Non UK / US),Liam Gallagher was the lead singer of which band?,The Rolling Stones,Radiohead,Oasis,The Verve,,C,storage/questions/images/ZtRto1626471888435.jpg,,,1,6554,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which of the following artists has not filed for bankruptcy?,50 Cent,Willie Nelson,Lauryn Hill,Meatloaf,(NULL),C,storage/questions/images/1mZTw1626471651022.jpg,,,1,6558,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"What was the name of Stormzy's debut album, released in 2017?",Vossi Bop,Gang Signs & Prayer,Heavy Is the Head,Shut Up,(NULL),B,storage/questions/images/vs1Hz1626470764735.jpg,,,1,6583,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Nasri Atweh is the lead vocalist of which Canadian reggae fusion band?,Gentleman,The Abyssinians,Rebelution,MAGIC!,(NULL),D,storage/questions/images/G6toz1626470504732.jpg,,,1,6584,0,,1,1
SOUND AND MUSIC,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),When was Justin Bieber born?,2001,1997,1994,1991,(NULL),C,storage/questions/images/rjWvs1626470116775.jpg,,,1,6592,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What type of snake featured in Britney Spears' 'I'm a Slave 4 U' video?,Albino Burmese Python,King Cobra,Brazilian Rainbow Boa,Yellow Anaconda,,A,storage/questions/images/h5MtQ1626469760110.jpg,,,1,6597,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",20,English (Other - Non UK / US),Which artist hasn't had a hit with 'Roxanne'?,Arizona Zervas,The Police,Post Malone,George Michael,(NULL),C,storage/questions/images/3yTYO1626468898925.jpg,,,1,6601,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which country does the rapper pictured hail from?,Australia,South Africa,New Zealand,United Kingdom,Iggy Azalea is Australian!,A,storage/questions/images/lpgbr1626468605933.jpg,,,1,6617,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which famous actor featured in Fatboy Slim's music video for the song 'Weapon of Choice'?,Colin Farrell,Al Pacino,Christopher Walken,Sam Rockwell,(NULL),C,storage/questions/images/NAqlS1626468114987.jpg,,,1,6622,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which musician announced he was running for President of the United States in 2020?,Diddy,Kanye West,Jay-Z,Dr. Dre,(NULL),B,storage/questions/images/t0dkT1626467525097.jpg,,,1,6629,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which of these is not a Rihanna song?,Pon De Replay,Man Down,Disturbia,Right Round,(NULL),D,storage/questions/images/zlLE71626467191250.jpg,,,1,6665,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",20,English (Other - Non UK / US),Which of these is not a song by the artist pictured?,Beerbongs & Bentleys,Sunflower,Saint-Tropez,Better Now,Beerbongs & Bentleys is the name of the 2nd studio album from Post Malone! Not one of his tracks!,A,storage/questions/images/I0F3A1626466981429.jpg,,,1,6677,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which of these is not a song by Radiohead?,Paranoid Humanoid,No Surprises,Creep,Karma Police,(NULL),A,storage/questions/images/VPMmD1626461312387.jpg,,,1,6681,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",20,English (Other - Non UK / US),Who hasn't been romantically linked to this singer?,Ryan Seacrest,John Mayer,Calvin Harris,Joe Jonas,,A,storage/questions/images/JK1Nv1626461047002.jpg,,,1,6686,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which of these songs is not by Maroon 5?,Animals,Sugar,Victorious,This Love,(NULL),C,storage/questions/images/gx56X1626460573321.jpg,,,1,6714,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which of these was Nirvana's final album?,In Utero,Bleach,Nevermind,One By One,(NULL),A,storage/questions/images/pD6HF1626460442946.jpg,,,1,6719,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who is not a member of U2?,The Edge,Adam Clayton,Bono,Larry Mullen Sr.,"Larry Mullen Jr. is a member of the Irish band, not his father!",D,storage/questions/images/m2IQv1626460257093.jpg,,,1,6728,0,,1,1
SOUND AND MUSIC,NONE,ADULT,45,English (Other - Non UK / US),"All but which of the following songs were hits from the American singer, songwriter pictured?",What a Girl Wants,Stronger,Genie in a Bottle,Dirrty,"'Stronger' was a hit Britney Spears song, not a Christina Aguilera hit!",B,storage/questions/images/3BaV41626459938553.jpg,,,1,6732,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who has a tattoo of Heinz Ketchup on his arm and is said to always carry a bottle on tour?,Robbie Williams,Adam Levine,Harry Styles,Ed Sheeran,,D,storage/questions/images/c8JEO1626459507948.jpg,,,1,6736,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"Who is the lead singer of the band Muse, photographed here?",Will Champion,Dominic Howard,Matthew Bellamy,Chris Wolstenholme,(NULL),C,storage/questions/images/2F0uS1626459165947.jpg,,,1,6741,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Whose voice did Donald Trump describe as "perfect and haunting"?,Barry Manilow,Neil Diamond,Neil Young,Leo Sayer,,C,storage/questions/images/cy1GZ1626459050854.jpg,,,1,6742,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"According to the 'Piano Man' pictured, what time on a Saturday do the regular crowd shuffle in?",Nine o'clock,Midnight,Five o'clock,Eight o'clock,Billy Joel's song 'Piano Man' opens with the lyric: "It's nine o'clock on a Saturday. The regular crowd shuffles in",A,storage/questions/images/ea0Lc1626100824974.jpg,,,1,6746,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Four of Adele's albums have numeric titles that reflect her age when recording them. What is the sum of these titles?,99,95,89,92,"Adele released the albums 19, 21, 25 and most recently 30, making 95!",B,storage/questions/images/Gpo7a1626100640473.jpg,,,1,6750,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Born in 1917, photographed here in 1949, which famous singer was often referred to as the First Lady of Song and the Queen of Jazz?",Billie Holiday,Etta James,Ella Fitzgerald,Nina Simone,(NULL),C,storage/questions/images/JpYBd1626100204944.jpg,,,1,6762,0,,1,1
SOUND AND MUSIC,NONE,ADULT,45,English (Other - Non UK / US),"Formed in 1988, which British-American hard rock supergroup was fronted by English singer-songwriter David Bowie?",The Kon-Rads,The Hype,King Bees,Tin Machine,,D,storage/questions/images/25aIl1626099976388.jpg,,,1,6774,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),'Good Morning Baltimore' is the opening song from which hit musical?,She's the Man,Hairspray,Dreamgirls,The Producers,(NULL),B,storage/questions/images/mkI0T1626099587202.jpg,,,1,6778,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"In 1985, which British group became the first ever act to sell a million copies of an album in CD format?",Duran Duran,Dire Straits,Wham!,The Police,,B,storage/questions/images/ZSvUg1626099314850.jpg,,,1,6786,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"In music, what does the term 'fortissimo' mean?",Very fast,Very slow,Very loud,Very strong,,C,storage/questions/images/slroT1626099064947.jpg,,,1,6787,0,,1,1
SOUND AND MUSIC,NONE,ADULT,45,English (Other - Non UK / US),"Michael Jackson, Prince and Madonna were all born in what year?",1958,1956,1962,1960,(NULL),A,storage/questions/images/4WeeK1626098824080.jpg,,,1,6791,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),What is the last word to the lyrics of iconic pop song 'Bohemian Rhapsody'?,Matters,Blows,Away,Me,"Nothing really matters, Anyone can see, Nothing really matters, Nothing really matters to me.... Any way the wind blows...",B,storage/questions/images/YhT421626098657257.jpg,,,1,6799,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Photographed here with Yoko Ono, what was John Lennon's middle name before he changed it to Ono?",Benjamin,Samuel,Winston,Lincoln,(NULL),C,storage/questions/images/MBLv51626098383649.jpg,,,1,6812,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Pictured here in 2017, which famous singer was born Angela Trimble in Miami, in 1945, before being adopted at the age of three months and given a new name?",T'Pau (Carol Decker),Linda Ronstadt,Debbie Harry,Annie Lennox,,C,storage/questions/images/tmDba1626097843082.jpg,,,1,6816,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"In music, 'sotto voce' is a lowering of what?",Voice Stress,Voice Pitch,Voice Volume,Voice Tempo,(NULL),C,storage/questions/images/CqXn61626097459119.jpg,,,1,6838,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"What composer, pictured here, has worked on films including 'The Lion King', 'Interstellar' and 'Inception'?",Danny Elfman,Hans Zimmer,John Williams,Alan Silvestri,,B,storage/questions/images/T2NJX1626097177611.jpg,,,1,6846,0,,1,1
SOUND AND MUSIC,NONE,"JUNIOR,TEEN",30,English (Other - Non UK / US),What does R&B stand for?,Rhythm and bass,Rhythm and blues,Rap and blues,Rap and bass,(NULL),B,storage/questions/images/gycHh1626096885794.jpg,,,1,6854,0,,1,1
SOUND AND MUSIC,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What is the lowest voice range?,Vibrato,Alto,Bass,Baritone,(NULL),C,storage/questions/images/KqSwk1626096727161.jpg,,,1,6862,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which South American country did the musical style 'Joropo' partially originate from?,Venezuela,Guatemala,Mexico,Peru,"Guatemala & Mexico are not South American countries, and the image shows the colours of the Venezuelan flag!",A,storage/questions/images/AjjM81625855709037.jpg,,,1,6874,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Which artist famously performed on two continents in one day for Live Aid, in July 1985?",David Bowie,Phil Collins,Elvis Costello,Bono,,B,storage/questions/images/C2yq11625855540075.jpg,,,1,6878,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Who are this Swedish band, comprising Tony Niemisto, Joey Tempest, John Leven and John Norum?",Whitesnake,Nordic Beast,Journey,Europe,,D,storage/questions/images/NCQwr1625855295981.jpg,,,1,6879,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which of these can not be classified as a string instrument?,Sitar,Viola d'amore,Piano,Oboe,The piano is generally considered to be both a stringed and a percussion instrument!,D,storage/questions/images/i9Zcz1625854447813.jpg,,,1,6910,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which of these singers has the widest vocal range?,Chris Cornell,Eddie Vedder,Thom Yorke,Axl Rose,(NULL),D,storage/questions/images/4xTfE1625854251554.jpg,,,1,6922,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which of these would you expect to hear at around 100 decibels?,Breathing,Vacuum cleaner,Motorcycle,Food blender,(NULL),C,storage/questions/images/wo9YV1625853888325.jpg,,,1,6926,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who started their musical career as a street busker?,Charlie Puth,Ed Sheeran,Lewis Capaldi,John Legend,(NULL),B,storage/questions/images/KNV361625853718548.jpg,,,1,6934,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Whose iconic album cover is this?,Bob Dylan's,Bon Jovi's,Bruce Springsteen's,Tom Petty's,,C,storage/questions/images/VJzG91625853437181.jpg,,,1,6937,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which of the following is not a hit from the Scottish singer-songwriter photographed?,Someone You Loved,Slow Hands,Before You Go,Bruises,"Slow Hands is a song by Niall Horan, not Lewis Capaldi",B,storage/questions/images/hBG211626458748094.jpg,,,1,6945,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),All but which of the following are Standard/ Smooth ballroom dances?,Waltz,Foxtrot,Quickstep,Pasodoble,,D,storage/questions/images/gfDeJ1626792984096.jpg,,,1,6953,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which 80s band is pictured here?,A Flock of Seagulls,Ultravox,The Human League,New Order,(NULL),C,storage/questions/images/ykhBB1625852964935.jpg,,,1,6957,0,,1,1
SOUND AND MUSIC,NONE,JUNIOR,30,English (Other - Non UK / US),"The national anthem title shown here, is the current national anthem for which country?",Canada,Australia,United States,United Kingdom,(NULL),D,storage/questions/images/ACqMi1626792619987.jpg,,,1,6959,0,,1,1
SOUND AND MUSIC,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),"How many octaves would there be on a piano, if you took away the notes A and C?",5,6,7,8,(NULL),A,storage/questions/images/2RaDr1625852412444.jpg,,,1,6964,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Calvin Harris has collaborated with everyone other than whom?,Zayn Malik,Ne-Yo,Rihanna,Ellie Goulding,,A,storage/questions/images/MTNgT1625852252195.jpg,,,1,6976,0,,1,1
SOUND AND MUSIC,NONE,JUNIOR,30,English (Other - Non UK / US),"In which musical do orphans sing the song 'Food, Glorious Food'?",Annie,Oliver,Les Mis?rables,The Jungle Book,(NULL),B,storage/questions/images/GyPHd1626791974378.jpg,,,1,6989,0,,1,1
SOUND AND MUSIC,NONE,JUNIOR,30,English (Other - Non UK / US),"John, Paul, Ringo and George were members of which iconic British band?",Pink Floyd,The Beatles,The Who,Led Zeppelin,(NULL),B,storage/questions/images/zDXoG1626791683568.jpg,,,1,6993,0,,1,1
SOUND AND MUSIC,NONE,JUNIOR,30,English (Other - Non UK / US),"'Lush Life', 'Never Forget You' and 'Ain't My Fault' are songs by which female artist?",Iggy Azalea,Zara Larsson,Ellie Goulding,Kesha,(NULL),B,storage/questions/images/qXpmy1626790862531.jpg,,,1,7006,0,,1,1
SOUND AND MUSIC,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),The song Beggin' by Frankie Valli & The Four Seasons was covered by which musical duo in 2007?,Daft Punk,Madcon,The Black Keys,Outkast,,B,storage/questions/images/82bto1625851665816.jpg,,,1,7036,0,,1,1
