CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),This vehicle front grille is associated with which strapline?,Freude am Fahren,Vorsprung Durch Technik,Das Beste oder nichts,Das Auto,(NULL),B,storage/questions/images/9E5bA1590245833953.jpg,,,1,1962,0,,1,1
QUICK THINKING,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What is the total value of all three items?,?14,?15,?16,?17,"If 3 apples = 12, we know one is worth 4. From there we can work out a cupcake is 8, and a hot chocolate is 3, and with one of each we have 4 + 8 + 3, i.e. 15!",B,storage/questions/images/9zrMy1622980099943.jpg,,,1,1980,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),How many species of rhinoceros are there?,Two,Three,Four,Five,(NULL),D,storage/questions/images/YksFD1585819004712.jpg,,,1,1986,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),Which of these is not one of Santa's reindeer?,Bonnet,Comet,Cupid,Vixen,(NULL),A,storage/questions/images/fOP8Y1590104706766.jpg,,,1,1989,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),"The peregrine falcon is the fastest creature in the animal kingdom, it has a diving speed of up to how many kilometres per hour?",133,389,221,572,(NULL),B,storage/questions/images/sVV0O1588873316601.jpg,,,1,1992,0,,1,1
PUB QUIZ,NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What letter is located between letters "X" and "V" on a standard QWERTY keyboard?,Q,L,Z,C,(NULL),D,storage/questions/images/3MySo1585583330916.jpg,,,1,2006,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What is the name of this tropical fruit?,Rambutan,Lychee,Passion Fruit,Pomegranate,(NULL),A,storage/questions/images/qOx5s1590246632652.jpg,,,1,2022,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"The Space Shuttle first launched back in 1982, in what year was its final lift off?",2014,2017,2011,2001,(NULL),C,,storage/questions/videos/QltBR1630077091496.m4v,,3,2028,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which jukebox musical depicts the life of Tina Turner?,Anna Mae,Simply The Best,Tina & Ike,Tina: The Tina Turner Musical,,D,storage/questions/images/k9hU11626106555125.jpg,,,1,2042,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Photographed here in 1966, who was not a member of the Beach Boys?",Carl Wilson,Brian Wilson,Mike Johnston,Mike Love,(NULL),C,storage/questions/images/2tBLC1626106190376.jpg,,,1,2046,0,,1,1
SOUND AND MUSIC,NONE,TEEN,30,English (Other - Non UK / US),"Saul Hudson, lead guitarist of Guns N' Roses, is the real name of which guitarist?",Slash,Zakk Wylde,The Edge,Buckethead,(NULL),A,storage/questions/images/o9mZy1626105857780.jpg,,,1,2050,0,,1,1
PUB QUIZ,NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What model is this iconic American car?,Mustang,Firebird,Camaro,Challenger,(NULL),A,storage/questions/images/LtDG91588874181506.jpg,,,1,2071,0,,1,1
PUB QUIZ,NONE,ADULT,30,English (Other - Non UK / US),How many years of marriage would you celebrate on your silver anniversary?,25 years,10 years,30 years,50 years,(NULL),A,,storage/questions/videos/BLALg1619125114821.m4v,,3,2081,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),Which 1968 Beatles song's inspiration was Paul McCartney's Old English Sheepdog?,All You Need Is Love,Lucy in the Sky With Diamonds,Martha My Dear,Penny Lane,,C,storage/questions/images/3NAoA1626105527437.jpg,,,1,2089,0,,1,1
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Photographed here with Smokey Robinson (R), Berry Gordy Jr. (L) started which record company in 1959?",Motown,Motorcity Records,Soul City Records,A&M Records,(NULL),A,storage/questions/images/UuhHh1626105343515.jpg,,,1,2115,0,,1,1
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What district was Katniss Everdeen from in The Hunger Games series?,1,13,12,4,(NULL),C,storage/questions/images/FB1,,,1,4522,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),In which 'Home Alone' movie was Kevin lost in New York?,3,4,2,1,(NULL),C,storage/questions/images/FB2,,,1,4530,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,20,English (Other - Non UK / US),How many seasons of the Netflix show '13 Reasons Why' are there?,4,5,2,3,(NULL),A,storage/questions/images/FB3,,,1,4538,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),How many 'Bring it On' movies are there?,6,4,3,2,(NULL),A,storage/questions/images/FB4,,,1,4542,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",30,English (Other - Non UK / US),How many 'Harry Potter' books were there?,7,8,6,9,(NULL),A,storage/questions/images/FB5,,,1,4550,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,30,English (Other - Non UK / US),How many seasons of Glee are there?,7,6,8,5,(NULL),B,storage/questions/images/FB6,,,1,4558,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),How many seasons of the tv show Seinfeld are there?,9,8,10,7,(NULL),A,storage/questions/images/FB8,,,1,4562,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,English (Other - Non UK / US),How many seasons are there of TV hit 'Friends'?,15,5,10,12,(NULL),C,storage/questions/images/FB12,,,1,4582,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,20,English (Other - Non UK / US),"In the movie, how old do you have to be to enter 'The Hunger Games'?",15,11,10,12,(NULL),D,storage/questions/images/FB13,,,1,4594,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),"How many languages, approximately, has Harry Potter been translated into?",80,180,200,60,(NULL),A,storage/questions/images/FB15,,,1,4602,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),What year did the television sitcom 'The Golden Girls' air?,1985,1987,1997,1980,(NULL),A,storage/questions/images/FB19,,,1,4613,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),In Star Wars The Empire Strikes Back what is Darth Vader's famous line to Luke?,"""No Luke, I am your father""","""No, Obi-Wan killed your father""","""No, I am your father""","""No Luke, Obi-Wan killed your father""",(NULL),C,storage/questions/images/FB25,,,1,4622,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),What magical item does Aladdin use to fly on?,A carpet,A lamp,A chair,A broom,(NULL),A,storage/questions/images/FB29,,,1,4650,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),What is Charles Dickens longest book?,A Christmas Carol,David Copperfield,Bleak House,Oliver Twist,(NULL),C,storage/questions/images/FB31,,,1,4655,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),In the book Skellig what does Michael find in his garage?,A man surrounded by insects,An old book that transports him to another world,A talking owl,The skeletal remains of a knight,(NULL),A,storage/questions/images/FB32,,,1,4659,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),In 'The Lion King' what kind of animal is Pumbaa?,A Warthog,A Hyena,A Meerkat,A Lion,(NULL),A,storage/questions/images/FB35,,,1,4671,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,60,English (Other - Non UK / US),Homer's Iliad ends with the funeral of which character?,Achilles,Paris,Priam,Hector,(NULL),D,storage/questions/images/FB36,,,1,4675,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),Mordecai and Rigby are the main characters of which TV show?,Adventure Time,Foster's Home for Imaginary Friends,The Amazing world of Gumball,The Regular show,(NULL),D,storage/questions/images/FB37,,,1,4679,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which of these French philosophers died by suicide?,Albert Camus,Guy Debord,Jean-Paul Sartre,Michel Foucault,(NULL),B,storage/questions/images/FB39,,,1,4684,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Who wrote "The Count of Monte Cristo"?,Alexandre Dumas,Jules Verne,F. Scott Fitzgerald,Ernest Hemingway,(NULL),A,storage/questions/images/FB41,,,1,4693,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,60,English (Other - Non UK / US),Cultural Hegemony is a Marxist concept theorised by which Italian Communist?,Antonio Gramsci,Amadeo Bordiga,Ruggero Grieco,Palmiro Togliatti,(NULL),A,storage/questions/images/FB44,,,1,4702,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which Philosopher wrote the Summa Theologica?,Aquinas,Irenaeus,Augustine,Anselm,(NULL),A,storage/questions/images/FB45,,,1,4706,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which Greek Philosopher wrote 'The Republic'?,Aristotle,Thales,Plato,Socrates,(NULL),C,storage/questions/images/FB46,,,1,4710,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,30,English (Other - Non UK / US),In the Twilight movies which character is the last to die on-screen?,Aro,Carlisle,Jane,Jasper,(NULL),A,storage/questions/images/FB47,,,1,4714,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which movie holds the record for the highest grossing movie of all time once figures have been adjusted for inflation?,Avengers: Endgame,Avatar,Gone With The Wind,Titanic,(NULL),C,storage/questions/images/FB49,,,1,4722,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which live-action Batman movie came first?,Batman The Movie,Batman Begins,Batman,Batman Forever,(NULL),A,storage/questions/images/FB55,,,1,4762,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),Who wrote the Harry Potter book series?,Beatrix Potter,J.K Rowling,Michael Morpurgo,David Walliams,(NULL),B,storage/questions/images/FB56,,,1,4770,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,English (Other - Non UK / US),Famous singer Whitney Houston appeared in which '90s romance film?,Bed of Roses,Ghost,The Bodyguard,It Could Happen to You,(NULL),C,storage/questions/images/FB57,,,1,4774,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"Michael Keaton, Alec Baldwin and Geena Davis starred in which classic directed by Tim Burton?",Beetlejuice,Mars Attacks!,Corpse Bride,Batman,(NULL),A,storage/questions/images/FB60,,,1,4798,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Who played the role of Lina Lamont in 'Singin' in the Rain'?,Betty Compson,Debbie Reynolds,Cyd Charisse,Jean Hagen,(NULL),D,storage/questions/images/FB61,,,1,4806,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,20,English (Other - Non UK / US),The 1974 film The Towering Inferno was set in which American city?,Boston,New York,Los Angeles,San Francisco,(NULL),D,storage/questions/images/FB64,,,1,4826,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What was the first dinosaur fully seen in Jurassic Park?,Brachiosaurus,Velociraptor,T.rex,Triceratops,(NULL),A,storage/questions/images/FB65,,,1,4830,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",20,English (Other - Non UK / US),What Game of Thrones character could only speak the same word over and over?,Bran,Jaime,Cersei,Hodor,(NULL),D,storage/questions/images/FB66,,,1,4838,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),"In the book 'Gangsta Granny', what does Ben's granny always make him for his tea?",Broccoli Broth,Cabbage Soup,Spinach Stew,Brussel Sprout Salad,(NULL),B,storage/questions/images/FB68,,,1,4850,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What character does Reese Witherspoon play in 'Legally Blonde'?,Brooke Windham,Elle Woods,Vivian Kensington,Serena McGuire,(NULL),B,storage/questions/images/FB69,,,1,4854,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",20,English (Other - Non UK / US),Which Pokemon starred in their own film in 2019?,Bulbasaur,Pikachu,Squirtle,Charmander,(NULL),B,storage/questions/images/FB72,,,1,4871,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,20,English (Other - Non UK / US),In which US state is the TV show Lilo and Stitch set ?,California,Florida,Hawaii,Texas,(NULL),C,storage/questions/images/FB73,,,1,4879,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,20,English (Other - Non UK / US),Which school did Harry Potter attend?,Cambridge,Oxford,Beauxbatons,Hogwarts,(NULL),D,storage/questions/images/FB74,,,1,4883,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What are the names of the Chipettes in 'Alvin and the Chipmunks'?,"Carly, Gabby and Jamie","Sarah, Anna and Danielle","Brittany, Jeanette and Eleanor","Megan, Lizzie and Ellie",(NULL),C,storage/questions/images/FB76,,,1,4888,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,English (Other - Non UK / US),Buzz Lightyear is a charcter in which animated film series?,Cars,Brother Bear,Toy Story,Incredibles,(NULL),C,storage/questions/images/FB77,,,1,4900,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,30,English (Other - Non UK / US),Which character does Corbin Bleu play in the High school Musical franchise?,Chad Danforth,Ryan Evans,Troy Bolton,Zeke Baylor,(NULL),A,storage/questions/images/FB78,,,1,4912,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),What is the full title of this play by Tennessee Williams? 'A Streetcar Named _____',Christine,Desire,Dime,Want,(NULL),B,storage/questions/images/FB83,,,1,4919,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,25,English (Other - Non UK / US),"Made after the success of Snow White and the Seven Dwarfs, what was Disney's second full length animation?",Cinderella,Pinocchio,Dumbo,Fantasia,(NULL),B,storage/questions/images/FB84,,,1,4927,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who hosted 'America's Next Top Model'?,Cindy Crawforth,Tyra Banks,Naomi Campbell,Cara Delevingne,(NULL),B,storage/questions/images/FB85,,,1,4931,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who won season 6 of 'Rupaul's Drag Race'?,Courtney Act,Bianca Del Rio,Adore Delano,Darienne Lake,(NULL),B,storage/questions/images/FB90,,,1,4959,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which of these is not a Novel by Fyodor Dostoevsky?,Crime and Punishment,War and Peace,The Double,The Idiot,(NULL),B,storage/questions/images/FB91,,,1,4967,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who starred opposite Jamie Lee Curtis in the 2003 version of 'Freaky Friday'?,Dakota Fanning,Rachel McAdams,Emilia Clarke,Lindsay Lohan,(NULL),D,storage/questions/images/FB92,,,1,4971,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),Who does the voice of both Rick and Morty?,Dan Harmon,Justin Roiland,Dan Castellaneta,Billy West,(NULL),B,storage/questions/images/FB94,,,1,4987,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),Who did John Travolta play in the movie Grease?,Danny Russo,Danny Rand,Danny Duke,Danny Zuko,(NULL),D,storage/questions/images/FB97,,,1,5003,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),In the Bible which of these was not a King of Israel?,David,Samson,Solomon,Saul,(NULL),B,storage/questions/images/FB98,,,1,5015,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which talk show host asked parents to eat their children's Halloween candy?,David Letterman,Ellen DeGeneres,Jimmy Kimmel,Jimmy Fallon,(NULL),C,storage/questions/images/FB99,,,1,5019,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,English (Other - Non UK / US),Which of these is not a Looney Tunes character?,Dick Dastardly,Daffy Duck,Speedy Gonzales,Porky Pig,(NULL),A,storage/questions/images/FB101,,,1,5027,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,20,English (Other - Non UK / US),Which of the following movies isn't set in New York City?,Dirty Harry,Miracle On 34th Street,Midnight Cowboy,Breakfast At Tiffany's,(NULL),A,storage/questions/images/FB103,,,1,5040,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,20,English (Other - Non UK / US),What is the name of Mickey Mouse's girlfriend?,Donald Duck,Minnie Mouse,Goofy,Daisy Duck,(NULL),B,storage/questions/images/FB107,,,1,5046,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,30,English (Other - Non UK / US),Which of the seven Dwarfs doesn't have a beard?,Dopey,Bashful,Sneezy,Happy,(NULL),A,storage/questions/images/FB109,,,1,5050,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which of these Gothic Novels was published first?,Dracula,Wuthering Heights,Frankenstein,Carmilla,(NULL),C,storage/questions/images/FB112,,,1,5054,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What company produced films such as Shrek and How to Train Your Dragon?,Dreamworks,Universal,Warner Bros.,Disney,(NULL),A,storage/questions/images/FB113,,,1,5058,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,English (Other - Non UK / US),Who starred in the 2017 film 'Spiderman: Homecoming'?,Elijah Wood,Timothee Chalamet,Dave Franco,Tom Holland,(NULL),D,storage/questions/images/FB117,,,1,5082,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which Marxist Theorist wrote the book 'Dialectical and Historical Materialism'?,Enver Hoxha,Ho Chi Minh,Joseph Stalin,Karl Marx,(NULL),C,storage/questions/images/FB121,,,1,5101,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What 2008 film marked the beginning of the Marvel cinematic universe?,Fantastic Four,Ghost Rider,Iron Man,Captain America,(NULL),C,storage/questions/images/FB123,,,1,5107,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",20,English (Other - Non UK / US),"Which sport is the subject of 2017 film 'I, Tonya'?",Figure Skating,Roller Skating,Skiing,Volleyball,(NULL),A,storage/questions/images/FB124,,,1,5119,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,20,English (Other - Non UK / US),What superpower did Edward possess in the 'Twilight' Series?,Flight,Invisibility,Teleportation,Mind Reading,(NULL),D,storage/questions/images/FB127,,,1,5143,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),The 2019 biopic "A Beautiful Day in the Neighborhood" focuses on what TV figure?,Fred Rogers,Chuck Norris,Bob Ross,Bill Nye,(NULL),A,storage/questions/images/FB128,,,1,5147,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Which Pink Lady in the film 'Grease' says that Sandy is "too pure to be pink"?,Frenchy,Jan,Rizzo,Marty,(NULL),C,storage/questions/images/FB129,,,1,5155,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,30,English (Other - Non UK / US),Which film critic was the first to receive the Pulitzer Prize for Criticism?,Gene Shalit,Judith Crist,Roger Ebert,Mark Kermode,(NULL),C,storage/questions/images/FB134,,,1,5199,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),Who played Willy Wonka in Willy Wonka and the Chocolate Factory?,Gene Wilder,Gene Kelly,Donald O' Connor,Richard Pryor,(NULL),A,storage/questions/images/FB135,,,1,5203,0,,1,0
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",30,English (Other - Non UK / US),What is the name of the lava planet in Star Wars where Obi-Wan and Anakin duel?,Geonosis,Tatooine,Mustafar,Felucia,(NULL),C,storage/questions/images/FB136,,,1,5211,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,20,English (Other - Non UK / US),Which British pop singer played the antagonist in 1986's 'Labyrinth',George Michael,Boy George,Elton John,David Bowie,(NULL),D,storage/questions/images/FB138,,,1,5227,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,20,English (Other - Non UK / US),Which of these is not a book by Roald Dahl?,George's disastrous medicine,The Witches,Esio Trot,James and the Giant Peach,(NULL),A,storage/questions/images/FB139,,,1,5231,0,,1,0
"TV, FILM AND BOOKS",NONE,"TEEN,ADULT",30,English (Other - Non UK / US),"Rudyard Kipling, author of The Jungle Book, was born in which country?",Germany,China,England,India,(NULL),D,storage/questions/images/FB140,,,1,5235,0,,1,0
